Male1:C7-x, Male1:C7-y, Male1:C7-z, Male1:CLAV-x, Male1:CLAV-y, Male1:CLAV-z, Male1:LANK-x, Male1:LANK-y, Male1:LANK-z, Male1:LBHD-x, Male1:LBHD-y, Male1:LBHD-z, Male1:LBWT-x, Male1:LBWT-y, Male1:LBWT-z, Male1:LELB-x, Male1:LELB-y, Male1:LELB-z, Male1:LFHD-x, Male1:LFHD-y, Male1:LFHD-z, Male1:LFIN-x, Male1:LFIN-y, Male1:LFIN-z, Male1:LFRM-x, Male1:LFRM-y, Male1:LFRM-z, Male1:LFWT-x, Male1:LFWT-y, Male1:LFWT-z, Male1:LHEE-x, Male1:LHEE-y, Male1:LHEE-z, Male1:LKNE-x, Male1:LKNE-y, Male1:LKNE-z, Male1:LMT5-x, Male1:LMT5-y, Male1:LMT5-z, Male1:LSHN-x, Male1:LSHN-y, Male1:LSHN-z, Male1:LSHO-x, Male1:LSHO-y, Male1:LSHO-z, Male1:LTHI-x, Male1:LTHI-y, Male1:LTHI-z, Male1:LTOE-x, Male1:LTOE-y, Male1:LTOE-z, Male1:LUPA-x, Male1:LUPA-y, Male1:LUPA-z, Male1:LWRA-x, Male1:LWRA-y, Male1:LWRA-z, Male1:LWRB-x, Male1:LWRB-y, Male1:LWRB-z, Male1:RANK-x, Male1:RANK-y, Male1:RANK-z, Male1:RBAC-x, Male1:RBAC-y, Male1:RBAC-z, Male1:RBHD-x, Male1:RBHD-y, Male1:RBHD-z, Male1:RBWT-x, Male1:RBWT-y, Male1:RBWT-z, Male1:RELB-x, Male1:RELB-y, Male1:RELB-z, Male1:RFHD-x, Male1:RFHD-y, Male1:RFHD-z, Male1:RFIN-x, Male1:RFIN-y, Male1:RFIN-z, Male1:RFRM-x, Male1:RFRM-y, Male1:RFRM-z, Male1:RFWT-x, Male1:RFWT-y, Male1:RFWT-z, Male1:RHEE-x, Male1:RHEE-y, Male1:RHEE-z, Male1:RKNE-x, Male1:RKNE-y, Male1:RKNE-z, Male1:RMT5-x, Male1:RMT5-y, Male1:RMT5-z, Male1:RSHN-x, Male1:RSHN-y, Male1:RSHN-z, Male1:RSHO-x, Male1:RSHO-y, Male1:RSHO-z, Male1:RTHI-x, Male1:RTHI-y, Male1:RTHI-z, Male1:RTOE-x, Male1:RTOE-y, Male1:RTOE-z, Male1:RUPA-x, Male1:RUPA-y, Male1:RUPA-z, Male1:RWRA-x, Male1:RWRA-y, Male1:RWRA-z, Male1:RWRB-x, Male1:RWRB-y, Male1:RWRB-z, Male1:STRN-x, Male1:STRN-y, Male1:STRN-z, Male1:T10-x, Male1:T10-y, Male1:T10-z
-42.8833503723145, 1218.01586914062, 1418.20446777344, -58.8862457275391, 1116.87768554688, 1322.07458496094, 163.638259887695, 1205.38513183594, 79.940071105957, -0.533448219299316, 1172.189453125, 1506.73254394531, 2.24995040893555, 1296.9638671875, 923.1298828125, 218.634796142578, 1138.66137695312, 1048.42993164062, -47.2571182250977, 1045.841796875, 1557.05236816406, 186.632659912109, 982.467712402344, 748.941162109375, 215.471450805664, 1086.31066894531, 899.778076171875, 83.4505233764648, 1105.38073730469, 936.483581542969, 110.927597045898, 1255.52294921875, 49.2151222229004, 122.57438659668, 1122.806640625, 480.409210205078, 200.539855957031, 1105.63366699219, 43.7704277038574, 157.518280029297, 1175.49658203125, 235.751693725586, 105.502960205078, 1161.24291992188, 1364.57836914062, 132.181747436523, 1137.27770996094, 604.402587890625, 146.791015625, 1056.68627929688, 52.4059219360352, 198.429489135742, 1128.18884277344, 1134.36254882812, 123.774169921875, 965.083618164062, 827.915283203125, 239.749786376953, 1044.71472167969, 779.626098632812, -166.662612915039, 1223.77709960938, 76.9662704467773, -152.371383666992, 1326.2109375, 1289.56408691406, -86.3595199584961, 1217.08801269531, 1502.26586914062, -64.6767959594727, 1301.77575683594, 925.043579101562, -266.058441162109, 1246.80041503906, 1028.07873535156, -178.214935302734, 1114.3994140625, 1549.74719238281, -323.400543212891, 1031.36999511719, 770.955505371094, -232.863357543945, 1213.69665527344, 943.234924316406, -172.121719360352, 1131.09631347656, 934.351318359375, -101.403602600098, 1249.48791503906, 46.7895278930664, -175.038711547852, 1166.43994140625, 487.238189697266, -242.140014648438, 1133.87194824219, 31.5262336730957, -181.877960205078, 1191.13220214844, 375.488464355469, -201.01416015625, 1195.16015625, 1355.05932617188, -206.134872436523, 1196.20910644531, 805.372863769531, -200.125854492188, 1079.9013671875, 56.6807060241699, -261.190582275391, 1233.78869628906, 1212.166015625, -326.841217041016, 1029.90051269531, 887.417114257812, -288.198913574219, 1128.49377441406, 789.566772460938, -52.4510726928711, 1083.88317871094, 1143.16149902344, -31.1329956054688, 1321.38842773438, 1164.56079101562
-42.6714859008789, 1218.18762207031, 1418.18420410156, -58.6014633178711, 1116.93090820312, 1322.0302734375, 163.610275268555, 1205.3896484375, 79.8969650268555, -0.734371364116669, 1174.20947265625, 1507.19458007812, 2.43038773536682, 1296.84289550781, 923.231811523438, 219.400238037109, 1139.95678710938, 1048.38073730469, -43.404052734375, 1045.95593261719, 1556.33239746094, 189.161560058594, 983.417907714844, 747.748291015625, 216.736083984375, 1087.37524414062, 899.374206542969, 83.1635971069336, 1104.46911621094, 936.699096679688, 110.849098205566, 1255.69714355469, 49.2397117614746, 122.533882141113, 1122.91027832031, 480.304840087891, 200.507583618164, 1105.67846679688, 43.7814521789551, 157.528366088867, 1175.49645996094, 235.722518920898, 105.753257751465, 1160.99255371094, 1364.38562011719, 132.452667236328, 1137.25866699219, 604.366577148438, 146.773651123047, 1056.6875, 52.3849868774414, 199.221817016602, 1129.36962890625, 1134.54296875, 126.094985961914, 965.598754882812, 827.524536132812, 241.872268676758, 1045.94262695312, 779.445556640625, -166.637130737305, 1223.79711914062, 76.9644927978516, -152.246826171875, 1326.03137207031, 1289.5185546875, -88.1304779052734, 1216.17883300781, 1502.62316894531, -64.6377868652344, 1301.89331054688, 925.197998046875, -265.950836181641, 1245.81286621094, 1028.15637207031, -176.468643188477, 1110.10021972656, 1549.66711425781, -322.709014892578, 1031.09899902344, 770.623474121094, -235.449859619141, 1214.21044921875, 943.499816894531, -171.973876953125, 1130.91442871094, 934.334838867188, -101.374534606934, 1249.52465820312, 46.8269805908203, -174.882446289062, 1166.38916015625, 487.276550292969, -242.257049560547, 1134.04858398438, 31.554162979126, -181.889221191406, 1190.96398925781, 375.4443359375, -200.732681274414, 1194.92492675781, 1355.11010742188, -206.086608886719, 1196.19128417969, 805.449829101562, -200.16731262207, 1080.05639648438, 56.6795883178711, -261.058807373047, 1233.57922363281, 1212.22631835938, -325.447814941406, 1029.50317382812, 887.128173828125, -282.143768310547, 1126.52209472656, 788.181640625, -52.4604988098145, 1084.02478027344, 1142.912109375, -30.9243564605713, 1321.56701660156, 1164.51245117188
-42.4527397155762, 1218.25146484375, 1418.16589355469, -58.1098365783691, 1117.29931640625, 1321.96728515625, 163.571914672852, 1205.42541503906, 79.9037322998047, -1.03914391994476, 1177.05334472656, 1507.98205566406, 2.55882549285889, 1296.91381835938, 923.364562988281, 219.966949462891, 1141.11877441406, 1048.43701171875, -39.2109832763672, 1046.55944824219, 1556.00073242188, 191.690460205078, 984.368041992188, 746.555419921875, 218.043594360352, 1088.3671875, 899.201721191406, 83.2249374389648, 1104.50341796875, 936.672058105469, 110.860084533691, 1255.76672363281, 49.2751541137695, 122.598739624023, 1122.83752441406, 480.34619140625, 200.50910949707, 1105.65295410156, 43.7732925415039, 157.549728393555, 1175.60485839844, 235.781646728516, 105.880958557129, 1161.10119628906, 1364.31579589844, 132.593704223633, 1137.396484375, 604.375732421875, 146.765228271484, 1056.62622070312, 52.3790702819824, 200.019577026367, 1130.84704589844, 1134.32885742188, 128.576766967773, 966.2998046875, 827.050964355469, 243.859954833984, 1047.10815429688, 779.293029785156, -166.634048461914, 1223.84362792969, 76.9893035888672, -152.201782226562, 1325.9794921875, 1289.51293945312, -89.9420776367188, 1215.10278320312, 1503.18310546875, -64.5803680419922, 1301.91015625, 925.221374511719, -265.897125244141, 1245.12573242188, 1028.21948242188, -174.552383422852, 1105.84423828125, 1549.39733886719, -321.975921630859, 1031.05676269531, 770.393188476562, -238.036346435547, 1214.72412109375, 943.7646484375, -171.756149291992, 1130.89794921875, 934.369384765625, -101.373474121094, 1249.49670410156, 46.7628326416016, -174.756469726562, 1166.28259277344, 487.318298339844, -242.273513793945, 1134.10949707031, 31.5176067352295, -181.835479736328, 1190.99230957031, 375.437408447266, -200.364273071289, 1194.79602050781, 1355.19152832031, -205.921890258789, 1196.04833984375, 805.395812988281, -200.207275390625, 1080.05932617188, 56.6864433288574, -260.935424804688, 1233.26086425781, 1212.37109375, -324.104278564453, 1029.35009765625, 886.775390625, -276.088623046875, 1124.55029296875, 786.796447753906, -52.3270606994629, 1084.25207519531, 1142.75646972656, -30.9450626373291, 1321.78771972656, 1164.43884277344
-42.1649856567383, 1218.27087402344, 1418.1162109375, -57.2721061706543, 1117.5341796875, 1322.04699707031, 163.590728759766, 1205.39453125, 79.9146728515625, -1.60834646224976, 1179.67565917969, 1508.64770507812, 2.63588047027588, 1296.97106933594, 923.336975097656, 220.480209350586, 1142.21557617188, 1048.58056640625, -34.8780288696289, 1047.38073730469, 1555.98107910156, 194.186218261719, 985.212036132812, 745.429626464844, 219.347640991211, 1089.26550292969, 899.180114746094, 83.333740234375, 1104.55651855469, 936.653076171875, 110.889686584473, 1255.78564453125, 49.2877349853516, 122.641036987305, 1122.82458496094, 480.40625, 200.533187866211, 1105.54125976562, 43.715648651123, 157.581695556641, 1175.65698242188, 235.836578369141, 106.177200317383, 1161.36840820312, 1364.36791992188, 132.692596435547, 1137.45275878906, 604.394348144531, 146.948577880859, 1056.23266601562, 52.3659744262695, 200.71012878418, 1132.01391601562, 1134.00451660156, 131.099990844727, 966.945983886719, 826.754150390625, 245.811370849609, 1048.15466308594, 779.226684570312, -166.614486694336, 1223.87744140625, 77.0156707763672, -152.166244506836, 1325.91442871094, 1289.63220214844, -91.9218673706055, 1214.14721679688, 1503.74853515625, -64.5250473022461, 1301.86364746094, 925.225341796875, -265.884521484375, 1244.46643066406, 1028.37414550781, -172.451278686523, 1101.44958496094, 1549.14721679688, -321.306793212891, 1031.16870117188, 770.015563964844, -240.383804321289, 1215.46228027344, 944.105041503906, -171.495101928711, 1130.990234375, 934.359741210938, -101.374176025391, 1249.39392089844, 46.7204475402832, -174.629943847656, 1166.1943359375, 487.310272216797, -242.225173950195, 1134.01184082031, 31.5002384185791, -181.763107299805, 1191.04284667969, 375.440490722656, -199.943359375, 1194.74365234375, 1355.37219238281, -205.762298583984, 1195.99377441406, 805.367797851562, -200.179092407227, 1079.99536132812, 56.7174377441406, -260.773132324219, 1232.79016113281, 1212.576171875, -322.949188232422, 1030.12170410156, 886.574279785156, -269.61328125, 1122.92749023438, 785.360168457031, -52.0199737548828, 1084.46166992188, 1142.6962890625, -31.0847568511963, 1322.14733886719, 1164.43115234375
-41.8682403564453, 1218.50402832031, 1418.07922363281, -56.3415374755859, 1117.40600585938, 1322.20727539062, 163.480484008789, 1205.38684082031, 79.7305374145508, -2.48243379592896, 1181.81372070312, 1508.87194824219, 2.71243047714233, 1297.18627929688, 923.3779296875, 221.112350463867, 1143.47741699219, 1048.74926757812, -30.5936584472656, 1048.43493652344, 1555.98461914062, 196.753341674805, 985.9990234375, 744.518493652344, 220.78645324707, 1090.75769042969, 899.317932128906, 83.7868270874023, 1105.17016601562, 936.466796875, 110.872024536133, 1255.63012695312, 49.2438621520996, 122.673606872559, 1122.93762207031, 480.436065673828, 200.361526489258, 1105.55236816406, 43.4630737304688, 157.600006103516, 1175.63159179688, 235.841094970703, 106.626289367676, 1161.78454589844, 1364.42663574219, 132.744125366211, 1137.50158691406, 604.385620117188, 147.354309082031, 1055.66564941406, 52.3919715881348, 201.345657348633, 1132.99426269531, 1133.90490722656, 133.588531494141, 967.4599609375, 826.576232910156, 247.936340332031, 1048.89245605469, 779.511535644531, -166.576736450195, 1223.84777832031, 77.0085067749023, -152.081665039062, 1325.71057128906, 1289.74841308594, -94.0581588745117, 1213.09375, 1504.08337402344, -64.4537353515625, 1301.81396484375, 925.263244628906, -265.907775878906, 1243.74340820312, 1028.66711425781, -170.259155273438, 1097.04321289062, 1548.96166992188, -320.590057373047, 1031.63049316406, 769.35693359375, -243.592910766602, 1216.32116699219, 944.441955566406, -171.291946411133, 1130.77001953125, 934.310729980469, -101.307479858398, 1249.404296875, 46.708610534668, -174.444412231445, 1166.18212890625, 487.243133544922, -242.198745727539, 1134.32250976562, 31.7645683288574, -181.70866394043, 1191.0771484375, 375.437927246094, -199.528930664062, 1194.53063964844, 1355.57922363281, -205.583099365234, 1195.95629882812, 805.442932128906, -200.070770263672, 1079.41076660156, 56.4250831604004, -260.528564453125, 1232.23229980469, 1212.75537109375, -321.169097900391, 1029.87829589844, 885.859191894531, -264.575134277344, 1121.75854492188, 783.940979003906, -51.5839920043945, 1084.62634277344, 1142.75231933594, -31.1045455932617, 1322.23449707031, 1164.40869140625
-41.659122467041, 1218.7099609375, 1418.0458984375, -55.5663146972656, 1117.25427246094, 1322.28515625, 163.239486694336, 1205.48950195312, 79.4061660766602, -3.55103182792664, 1183.68359375, 1508.72802734375, 2.79617500305176, 1297.62377929688, 923.5654296875, 221.863586425781, 1144.86389160156, 1048.7998046875, -26.4562034606934, 1049.32507324219, 1556.1123046875, 199.298843383789, 986.730285644531, 742.614013671875, 222.340301513672, 1092.44592285156, 899.323791503906, 84.4006881713867, 1106.15881347656, 936.232116699219, 110.88062286377, 1255.52404785156, 49.2418937683105, 122.753723144531, 1123.06481933594, 480.506805419922, 200.016799926758, 1105.65600585938, 43.0505180358887, 157.589996337891, 1175.60119628906, 235.81999206543, 107.095687866211, 1162.46716308594, 1364.35327148438, 132.816207885742, 1137.67407226562, 604.399841308594, 147.57893371582, 1055.44714355469, 52.450740814209, 202.017807006836, 1134.2080078125, 1133.87780761719, 136.212478637695, 968.168640136719, 826.321594238281, 250.209503173828, 1049.47961425781, 779.965454101562, -166.54035949707, 1223.76708984375, 76.9750213623047, -152.052017211914, 1325.38989257812, 1289.7548828125, -96.2610168457031, 1211.685546875, 1503.95922851562, -64.4003524780273, 1301.77307128906, 925.276550292969, -265.955047607422, 1243.24353027344, 1029.12048339844, -167.88737487793, 1092.79724121094, 1548.92358398438, -319.874786376953, 1032.27209472656, 768.587280273438, -249.896713256836, 1217.84399414062, 944.971313476562, -171.144226074219, 1130.39672851562, 934.326904296875, -101.210563659668, 1249.3095703125, 46.5515785217285, -174.3251953125, 1166.13110351562, 487.197387695312, -242.194046020508, 1135.17346191406, 32.2761726379395, -181.667984008789, 1191.00183105469, 375.363403320312, -199.128509521484, 1194.1953125, 1355.65637207031, -205.438888549805, 1195.77124023438, 805.497619628906, -199.879257202148, 1078.29345703125, 55.8312492370605, -260.225006103516, 1231.51147460938, 1212.92529296875, -317.507629394531, 1025.07690429688, 883.5107421875, -259.495788574219, 1120.22912597656, 782.655883789062, -51.0178108215332, 1084.84802246094, 1142.80712890625, -31.1200981140137, 1322.1259765625, 1164.37414550781
-41.4719734191895, 1218.5673828125, 1417.99780273438, -54.7712860107422, 1116.96618652344, 1322.24353027344, 163.129501342773, 1205.57495117188, 79.2325286865234, -4.61730051040649, 1185.38818359375, 1508.43322753906, 2.78745770454407, 1297.93762207031, 923.6943359375, 222.606948852539, 1146.4296875, 1048.62756347656, -22.3452816009521, 1050.17993164062, 1556.326171875, 202.037155151367, 987.701782226562, 742.634094238281, 223.788879394531, 1093.5810546875, 898.958374023438, 84.9398574829102, 1107.01501464844, 936.097351074219, 110.865203857422, 1255.62487792969, 49.2445373535156, 122.895378112793, 1123.17419433594, 480.545562744141, 199.841888427734, 1105.67590332031, 42.8333892822266, 157.594360351562, 1175.54223632812, 235.801849365234, 107.646606445312, 1163.25109863281, 1364.220703125, 132.933715820312, 1137.75378417969, 604.425842285156, 147.39094543457, 1055.71862792969, 52.4351119995117, 202.643432617188, 1135.32043457031, 1133.84484863281, 138.886184692383, 969.133117675781, 826.196166992188, 252.347381591797, 1050.53308105469, 780.145385742188, -166.543792724609, 1223.72607421875, 76.965934753418, -152.122665405273, 1324.88317871094, 1289.83227539062, -98.2741622924805, 1209.9384765625, 1503.61120605469, -64.4438095092773, 1301.79870605469, 925.287719726562, -265.962127685547, 1243.06640625, 1029.68823242188, -165.052734375, 1088.45739746094, 1548.98779296875, -319.256744384766, 1033.03796386719, 767.976440429688, -249.910568237305, 1217.67504882812, 945.046264648438, -171.014953613281, 1130.24829101562, 934.41748046875, -101.203247070312, 1249.36315917969, 46.5716133117676, -174.273300170898, 1166.07287597656, 487.189270019531, -242.197540283203, 1135.63745117188, 32.5353622436523, -181.635543823242, 1190.87231445312, 375.32275390625, -198.76806640625, 1193.71691894531, 1355.74694824219, -205.40315246582, 1195.57214355469, 805.516357421875, -199.751815795898, 1077.76049804688, 55.5636177062988, -260.0400390625, 1230.73059082031, 1213.12353515625, -315.987701416016, 1024.37744140625, 882.850769042969, -254.375213623047, 1118.33923339844, 781.504821777344, -50.4385223388672, 1085.04650878906, 1142.779296875, -31.2870235443115, 1322.14343261719, 1164.40576171875
-41.2106285095215, 1218.30700683594, 1417.97900390625, -53.9572143554688, 1116.50109863281, 1322.10229492188, 163.097152709961, 1205.43237304688, 79.1690444946289, -5.50647878646851, 1186.79016113281, 1508.07141113281, 2.6395571231842, 1298.28283691406, 923.761901855469, 223.374481201172, 1148.21484375, 1048.44750976562, -18.2387142181396, 1051.32897949219, 1556.70959472656, 204.679992675781, 988.8994140625, 742.376892089844, 225.261276245117, 1095.00207519531, 898.828674316406, 85.2094421386719, 1107.44311523438, 936.029968261719, 110.836502075195, 1255.73742675781, 49.2124176025391, 123.02027130127, 1123.220703125, 480.517333984375, 199.827651977539, 1105.65893554688, 42.8114547729492, 157.62174987793, 1175.53552246094, 235.820449829102, 108.19270324707, 1163.90612792969, 1363.96118164062, 133.023880004883, 1137.81188964844, 604.398132324219, 146.989852905273, 1056.28967285156, 52.37548828125, 203.234420776367, 1136.13134765625, 1133.7626953125, 141.638061523438, 970.135192871094, 826.108459472656, 254.430801391602, 1052.06018066406, 780.139587402344, -166.558349609375, 1223.72326660156, 76.9883117675781, -152.158401489258, 1324.32177734375, 1290.06384277344, -99.9812698364258, 1208.10131835938, 1503.50476074219, -64.5810317993164, 1301.8681640625, 925.287719726562, -265.839691162109, 1242.99047851562, 1030.11206054688, -162.140014648438, 1084.29260253906, 1549.0927734375, -318.692199707031, 1034.0107421875, 767.64501953125, -249.790328979492, 1217.84033203125, 945.201110839844, -170.90315246582, 1130.24572753906, 934.442138671875, -101.292823791504, 1249.611328125, 46.8002777099609, -174.208862304688, 1166.07189941406, 487.173400878906, -242.196334838867, 1135.70251464844, 32.5659255981445, -181.568161010742, 1190.7490234375, 375.347808837891, -198.437026977539, 1192.8916015625, 1356.04370117188, -205.353485107422, 1195.38793945312, 805.536987304688, -199.7197265625, 1077.76440429688, 55.5631675720215, -260.012817382812, 1230.00256347656, 1213.38879394531, -314.528564453125, 1024.28259277344, 882.201477050781, -249.043029785156, 1116.92236328125, 780.328063964844, -49.8008575439453, 1085.23876953125, 1142.60217285156, -31.4910793304443, 1322.03479003906, 1164.45495605469
-40.881404876709, 1218.11279296875, 1417.96276855469, -53.0406761169434, 1116.39038085938, 1321.98974609375, 163.076263427734, 1205.2724609375, 79.1417694091797, -6.27596378326416, 1188.02770996094, 1507.66284179688, 2.40262579917908, 1298.63110351562, 923.709350585938, 224.266342163086, 1150.0380859375, 1048.330078125, -14.697247505188, 1052.18920898438, 1557.02270507812, 207.394714355469, 990.324829101562, 742.245178222656, 226.884567260742, 1096.89392089844, 898.948669433594, 85.3612289428711, 1107.42602539062, 935.973937988281, 110.866539001465, 1255.70837402344, 49.2340469360352, 123.014251708984, 1123.23352050781, 480.548461914062, 199.795288085938, 1105.55261230469, 42.7924652099609, 157.62385559082, 1175.5810546875, 235.828170776367, 108.75252532959, 1164.45983886719, 1363.55847167969, 133.088027954102, 1138.03466796875, 604.384094238281, 146.980987548828, 1056.31372070312, 52.3743209838867, 203.979248046875, 1137.29638671875, 1133.51306152344, 144.544342041016, 970.952087402344, 825.959655761719, 256.554382324219, 1053.80480957031, 780.010559082031, -166.531799316406, 1223.72119140625, 77.0047912597656, -152.152740478516, 1323.82067871094, 1290.37036132812, -101.522743225098, 1206.509765625, 1503.5546875, -64.7522583007812, 1301.87670898438, 925.213806152344, -265.763824462891, 1242.853515625, 1030.39379882812, -159.438034057617, 1080.54028320312, 1549.39599609375, -318.114196777344, 1034.94934082031, 767.416198730469, -249.662139892578, 1218.33874511719, 945.499816894531, -170.782135009766, 1130.11376953125, 934.344116210938, -101.358116149902, 1249.63232421875, 46.869556427002, -174.146545410156, 1165.8759765625, 487.116363525391, -242.230697631836, 1135.78393554688, 32.5950317382812, -181.501983642578, 1190.50231933594, 375.286712646484, -197.970397949219, 1191.82104492188, 1356.35949707031, -205.260345458984, 1195.17016601562, 805.534606933594, -199.710540771484, 1077.72473144531, 55.5388298034668, -259.912750244141, 1229.21362304688, 1213.67651367188, -313.087432861328, 1024.62072753906, 881.538879394531, -243.691070556641, 1115.84899902344, 779.100646972656, -49.1225318908691, 1085.17358398438, 1142.40466308594, -31.7562370300293, 1322.119140625, 1164.55456542969
-40.4820861816406, 1217.76208496094, 1417.88415527344, -51.7548713684082, 1116.46105957031, 1321.98181152344, 163.121047973633, 1205.33544921875, 79.158203125, -7.05903482437134, 1189.44714355469, 1507.41845703125, 2.13550090789795, 1298.64782714844, 923.559387207031, 225.122161865234, 1151.73278808594, 1047.98168945312, -11.7141971588135, 1052.56103515625, 1556.97229003906, 210.003997802734, 991.605712890625, 742.240966796875, 228.460311889648, 1098.40710449219, 898.654296875, 85.7985992431641, 1107.43713378906, 936.069030761719, 110.892097473145, 1255.7412109375, 49.3117599487305, 123.008079528809, 1123.29626464844, 480.647705078125, 199.709548950195, 1105.44567871094, 42.7763481140137, 157.609024047852, 1175.57250976562, 235.799682617188, 109.526573181152, 1164.91552734375, 1363.23095703125, 133.161560058594, 1138.359375, 604.402221679688, 147.1806640625, 1055.95446777344, 52.3709831237793, 204.915969848633, 1138.77233886719, 1133.17529296875, 147.411392211914, 971.568725585938, 825.908630371094, 258.591674804688, 1055.62683105469, 779.7724609375, -166.523284912109, 1223.66638183594, 76.9947128295898, -152.19612121582, 1323.30554199219, 1290.75219726562, -102.831161499023, 1204.97497558594, 1503.45263671875, -64.9423522949219, 1301.74926757812, 925.17724609375, -265.814788818359, 1242.60070800781, 1030.75451660156, -156.788726806641, 1077.00048828125, 1549.623046875, -317.364105224609, 1035.82287597656, 767.096435546875, -249.668060302734, 1218.86169433594, 945.912231445312, -170.619750976562, 1129.7890625, 934.256469726562, -101.346343994141, 1249.6240234375, 46.8795204162598, -174.100616455078, 1165.54821777344, 487.05810546875, -242.248580932617, 1135.8046875, 32.5956268310547, -181.463638305664, 1190.27844238281, 375.189788818359, -197.37532043457, 1190.77368164062, 1356.58166503906, -205.222274780273, 1194.91662597656, 805.591186523438, -199.730514526367, 1077.74304199219, 55.5495643615723, -259.688659667969, 1228.38635253906, 1213.89013671875, -311.748138427734, 1025.11315917969, 880.788879394531, -238.497650146484, 1114.912109375, 777.839721679688, -48.5448608398438, 1084.74926757812, 1142.41516113281, -32.1039962768555, 1322.21838378906, 1164.59008789062
