subject:C7-x, subject:C7-y, subject:C7-z, subject:CLAV-x, subject:CLAV-y, subject:CLAV-z, subject:LANK-x, subject:LANK-y, subject:LANK-z, subject:LBHD-x, subject:LBHD-y, subject:LBHD-z, subject:LBWT-x, subject:LBWT-y, subject:LBWT-z, subject:LELB-x, subject:LELB-y, subject:LELB-z, subject:LFHD-x, subject:LFHD-y, subject:LFHD-z, subject:LFIN-x, subject:LFIN-y, subject:LFIN-z, subject:LFRM-x, subject:LFRM-y, subject:LFRM-z, subject:LFWT-x, subject:LFWT-y, subject:LFWT-z, subject:LHEE-x, subject:LHEE-y, subject:LHEE-z, subject:LKNE-x, subject:LKNE-y, subject:LKNE-z, subject:LMT5-x, subject:LMT5-y, subject:LMT5-z, subject:LSHN-x, subject:LSHN-y, subject:LSHN-z, subject:LSHO-x, subject:LSHO-y, subject:LSHO-z, subject:LTHI-x, subject:LTHI-y, subject:LTHI-z, subject:LTOE-x, subject:LTOE-y, subject:LTOE-z, subject:LUPA-x, subject:LUPA-y, subject:LUPA-z, subject:LWRA-x, subject:LWRA-y, subject:LWRA-z, subject:LWRB-x, subject:LWRB-y, subject:LWRB-z, subject:RANK-x, subject:RANK-y, subject:RANK-z, subject:RBAC-x, subject:RBAC-y, subject:RBAC-z, subject:RBHD-x, subject:RBHD-y, subject:RBHD-z, subject:RBWT-x, subject:RBWT-y, subject:RBWT-z, subject:RELB-x, subject:RELB-y, subject:RELB-z, subject:RFHD-x, subject:RFHD-y, subject:RFHD-z, subject:RFIN-x, subject:RFIN-y, subject:RFIN-z, subject:RFRM-x, subject:RFRM-y, subject:RFRM-z, subject:RFWT-x, subject:RFWT-y, subject:RFWT-z, subject:RHEE-x, subject:RHEE-y, subject:RHEE-z, subject:RKNE-x, subject:RKNE-y, subject:RKNE-z, subject:RMT5-x, subject:RMT5-y, subject:RMT5-z, subject:RSHN-x, subject:RSHN-y, subject:RSHN-z, subject:RSHO-x, subject:RSHO-y, subject:RSHO-z, subject:RTHI-x, subject:RTHI-y, subject:RTHI-z, subject:RTOE-x, subject:RTOE-y, subject:RTOE-z, subject:RUPA-x, subject:RUPA-y, subject:RUPA-z, subject:RWRA-x, subject:RWRA-y, subject:RWRA-z, subject:RWRB-x, subject:RWRB-y, subject:RWRB-z, subject:STRN-x, subject:STRN-y, subject:STRN-z, subject:T10-x, subject:T10-y, subject:T10-z
1880.875, 108.614440917969, 1323.65283203125, 1779.01599121094, 103.170188903809, 1210.48291015625, 2084.2177734375, 55.33251953125, 43.8936004638672, 1843.3916015625, 41.9394683837891, 1413.82690429688, 2232.15185546875, 64.0879211425781, 947.074768066406, 2148.49633789062, -194.454956054688, 1133.65380859375, 1689.70007324219, 31.1533145904541, 1456.36340332031, 1947.779296875, -168.249938964844, 830.127075195312, 2105.29931640625, -184.556777954102, 966.356872558594, 2046.6708984375, -3.63331961631775, 866.517700195312, 2150.419921875, 94.7601318359375, 15.5761985778809, 1909.74938964844, -14.154899597168, 426.960083007812, 1966.92590332031, 47.5288352966309, -3.63787913322449, 2029.37170410156, 4.04673528671265, 198.282180786133, 1852.19689941406, -81.8476028442383, 1282.1591796875, 1951.03894042969, -39.961009979248, 533.28564453125, 1901.47607421875, 135.417129516602, 3.46195793151855, 2084.1455078125, -165.667465209961, 1188.99206542969, 1934.36389160156, -139.120162963867, 921.919189453125, 2049.05712890625, -195.638320922852, 839.633056640625, 2716.20703125, 197.912750244141, 257.019378662109, 1987.17272949219, 193.388122558594, 1247.84020996094, 1857.37341308594, 144.697845458984, 1416.94152832031, 2238.30249023438, 153.326324462891, 953.172058105469, 2031.78845214844, 413.019256591797, 1011.14123535156, 1707.54577636719, 184.339996337891, 1450.28869628906, 1749.12451171875, 332.448760986328, 768.310119628906, 1990.63330078125, 401.9501953125, 918.008666992188, 2063.14306640625, 238.42578125, 847.912719726562, 2744.38256835938, 138.379776000977, 296.439483642578, 2313.69604492188, 260.521484375, 384.327819824219, 2784.376953125, 232.211166381836, 137.451736450195, 2428.21606445312, 266.098449707031, 352.193084716797, 1804.2451171875, 278.519439697266, 1268.87023925781, 2203.34594726562, 288.637054443359, 645.910949707031, 2762.89233398438, 186.831192016602, 65.27978515625, 1935.18579101562, 376.154022216797, 1137.22192382812, 1777.29064941406, 307.109222412109, 870.723693847656, 1843.28271484375, 370.901123046875, 750.977416992188, 1863.24731445312, 95.5952606201172, 1012.50213623047, 2088.55639648438, 121.458000183105, 1135.11108398438
1854.14709472656, 107.424354553223, 1320.31494140625, 1752.57592773438, 103.285606384277, 1207.84045410156, 2083.8251953125, 59.7744178771973, 41.5080871582031, 1817.63781738281, 41.5467796325684, 1411.9521484375, 2205.98974609375, 66.0576400756836, 944.588623046875, 2119.2509765625, -194.432266235352, 1113.4697265625, 1664.22412109375, 31.3019733428955, 1455.56958007812, 1914.888671875, -162.090667724609, 813.692321777344, 2074.42529296875, -180.752075195312, 946.912963867188, 2020.34350585938, -2.71196556091309, 864.449462890625, 2150.91064453125, 99.7066650390625, 14.5456695556641, 1895.93859863281, -10.5332431793213, 414.615417480469, 1967.99365234375, 49.6320037841797, -2.99042201042175, 2021.41784667969, 10.1006345748901, 190.148315429688, 1827.64611816406, -84.423957824707, 1275.09069824219, 1932.14318847656, -35.4470863342285, 522.214538574219, 1901.74291992188, 138.717163085938, 0.857647597789764, 2056.92797851562, -167.535140991211, 1171.11975097656, 1902.74157714844, -136.072891235352, 906.153198242188, 2016.68139648438, -188.168395996094, 820.23193359375, 2671.45751953125, 199.421127319336, 258.390014648438, 1961.5234375, 192.415786743164, 1244.96069335938, 1831.92822265625, 144.362442016602, 1414.93383789062, 2211.90161132812, 156.015121459961, 948.789672851562, 2014.27709960938, 408.350128173828, 1010.70355224609, 1682.69396972656, 184.358673095703, 1449.58178710938, 1750.45251464844, 338.347106933594, 745.097961425781, 1980.84289550781, 399.646575927734, 915.046813964844, 2034.43115234375, 238.145034790039, 843.327819824219, 2700.24658203125, 140.50634765625, 298.630126953125, 2267.7900390625, 263.41162109375, 375.541137695312, 2738.0859375, 235.715881347656, 139.47917175293, 2381.39086914062, 268.938354492188, 345.060180664062, 1779.55151367188, 280.449493408203, 1265.33154296875, 2167.45043945312, 289.832885742188, 639.450744628906, 2715.42602539062, 189.263671875, 67.1000518798828, 1914.58435058594, 374.91162109375, 1135.00451660156, 1768.95642089844, 310.930999755859, 848.898376464844, 1846.45739746094, 374.192596435547, 735.638671875, 1836.17639160156, 96.9185104370117, 1008.99212646484, 2061.99267578125, 122.625495910645, 1131.34826660156
1827.45874023438, 106.188056945801, 1316.64624023438, 1726.18188476562, 103.801124572754, 1205.08117675781, 2083.27905273438, 62.0911903381348, 42.7410125732422, 1792.189453125, 41.3255653381348, 1409.64489746094, 2180.140625, 68.2724075317383, 942.584716796875, 2089.173828125, -194.30598449707, 1092.80725097656, 1639.15783691406, 31.3880310058594, 1454.68640136719, 1880.70861816406, -155.382415771484, 797.602966308594, 2041.81945800781, -176.783782958984, 927.556884765625, 1994.25744628906, -2.29480791091919, 862.807250976562, 2150.60913085938, 102.762275695801, 16.0636749267578, 1880.32739257812, -7.35155439376831, 406.047393798828, 1968.40905761719, 50.261116027832, -2.79614996910095, 2015.36669921875, 13.6293296813965, 189.093933105469, 1802.98901367188, -86.6615219116211, 1267.67224121094, 1911.18933105469, -31.5936603546143, 513.153747558594, 1900.77294921875, 139.177719116211, 0.556605815887451, 2029.00793457031, -169.154510498047, 1152.70690917969, 1869.32421875, -131.251678466797, 890.421447753906, 1982.18542480469, -181.04443359375, 801.262390136719, 2624.65185546875, 201.225662231445, 259.344818115234, 1936.14074707031, 191.769073486328, 1241.89208984375, 1806.86560058594, 144.017654418945, 1412.66455078125, 2185.89111328125, 158.87809753418, 944.317321777344, 1997.12268066406, 403.529479980469, 1010.57067871094, 1658.08203125, 184.425735473633, 1448.63171386719, 1753.42175292969, 345.790893554688, 723.577392578125, 1969.77258300781, 397.445281982422, 912.713317871094, 2003.4873046875, 237.480133056641, 839.475402832031, 2653.85375976562, 143.201187133789, 299.696044921875, 2219.16821289062, 265.622924804688, 367.284027099609, 2687.57495117188, 238.519165039062, 140.189819335938, 2333.09594726562, 271.633514404297, 338.826477050781, 1755.32897949219, 282.574035644531, 1261.54174804688, 2130.93774414062, 291.355865478516, 633.452697753906, 2663.71826171875, 192.548004150391, 67.8354339599609, 1894.28332519531, 373.896942138672, 1132.859375, 1763.33813476562, 315.904388427734, 827.511047363281, 1851.15856933594, 378.534973144531, 722.0341796875, 1808.82604980469, 98.3344573974609, 1005.36065673828, 2035.77001953125, 123.670036315918, 1127.73657226562
1800.67395019531, 105.267036437988, 1313.15185546875, 1700.04370117188, 104.692039489746, 1202.44665527344, 2081.41625976562, 62.5026779174805, 44.2953605651855, 1766.85778808594, 41.1483955383301, 1406.98742675781, 2154.47241210938, 70.7844848632812, 941.056518554688, 2058.04174804688, -194.051742553711, 1071.87341308594, 1613.98352050781, 31.519702911377, 1453.69873046875, 1844.42651367188, -148.346054077148, 782.004211425781, 2007.615234375, -172.434921264648, 908.245849609375, 1968.82458496094, -2.60404086112976, 861.414367675781, 2149.4619140625, 103.26123046875, 18.1694507598877, 1863.712890625, -4.70797538757324, 401.076995849609, 1967.85363769531, 50.553165435791, -2.77416586875916, 2009.20373535156, 13.1867151260376, 190.560974121094, 1778.18310546875, -88.5462493896484, 1260.03308105469, 1891.10974121094, -28.8742427825928, 507.806335449219, 1899.63525390625, 139.432754516602, -0.247735023498535, 2000.31616210938, -170.45085144043, 1134.01306152344, 1834.81530761719, -125.370071411133, 875.177795410156, 1945.86010742188, -174.08464050293, 783.130737304688, 2575.58447265625, 203.154220581055, 259.531433105469, 1910.85583496094, 191.406967163086, 1238.712890625, 1781.91882324219, 143.762176513672, 1409.93786621094, 2159.94189453125, 161.932571411133, 939.951232910156, 1979.41137695312, 398.906768798828, 1010.36755371094, 1634.04431152344, 184.677001953125, 1447.6962890625, 1758.47998046875, 354.7177734375, 704.281799316406, 1959.41162109375, 395.525695800781, 911.101867675781, 1972.50183105469, 236.795425415039, 836.256042480469, 2605.42626953125, 145.762222290039, 299.666259765625, 2169.720703125, 268.468566894531, 360.229339599609, 2635.65405273438, 241.65364074707, 139.206878662109, 2282.74951171875, 274.564697265625, 333.130035400391, 1731.54089355469, 284.639617919922, 1257.79211425781, 2092.57983398438, 292.293487548828, 628.946105957031, 2610.65747070312, 195.849899291992, 66.7544403076172, 1873.99768066406, 373.081909179688, 1130.82556152344, 1759.08288574219, 322.083221435547, 807.367492675781, 1857.31628417969, 383.379913330078, 710.567932128906, 1781.85473632812, 99.7131881713867, 1001.73303222656, 2010.0634765625, 124.177597045898, 1124.65234375
1774.57409667969, 105.233123779297, 1311.29345703125, 1673.94982910156, 106.162925720215, 1200.02319335938, 2079.87646484375, 59.9596557617188, 46.0443878173828, 1741.55261230469, 41.1343994140625, 1404.60095214844, 2128.36962890625, 73.8942794799805, 940.119201660156, 2022.853515625, -192.226058959961, 1052.01794433594, 1589.39599609375, 32.4219703674316, 1453.52136230469, 1799.53100585938, -138.409118652344, 774.109802246094, 1966.46154785156, -166.065521240234, 892.278503417969, 1944.08923339844, -4.56266593933105, 861.071411132812, 2148.74267578125, 99.9527893066406, 21.2018642425537, 1850.96166992188, -3.86171674728394, 397.515380859375, 1967.5439453125, 49.9418411254883, -3.06050038337708, 2001.18200683594, 11.7598237991333, 189.611434936523, 1752.041015625, -89.4770202636719, 1253.90209960938, 1876.46069335938, -29.9486560821533, 506.792633056641, 1900.60717773438, 139.450210571289, -0.0398916974663734, 1968.1484375, -169.706024169922, 1116.57543945312, 1793.14624023438, -116.616325378418, 866.247985839844, 1900.55358886719, -165.266098022461, 770.778869628906, 2520.19921875, 206.740295410156, 256.467803955078, 1885.60754394531, 190.484130859375, 1237.10131835938, 1757.19787597656, 143.559265136719, 1407.38439941406, 2133.48681640625, 164.751571655273, 937.089172363281, 1961.27709960938, 395.266571044922, 1011.43585205078, 1610.15246582031, 185.368118286133, 1447.28796386719, 1769.46911621094, 366.958190917969, 693.802673339844, 1948.77917480469, 394.159576416016, 912.614013671875, 1946.73425292969, 235.167999267578, 833.951782226562, 2551.69165039062, 149.67106628418, 296.320190429688, 2114.52758789062, 270.5546875, 357.731231689453, 2576.19384765625, 245.443298339844, 134.650405883789, 2227.302734375, 277.154022216797, 329.955413818359, 1707.42260742188, 286.096618652344, 1254.42834472656, 2053.54931640625, 294.018951416016, 628.016235351562, 2547.69555664062, 199.578903198242, 62.8515853881836, 1853.4111328125, 372.249542236328, 1129.8291015625, 1760.42993164062, 332.154449462891, 793.192810058594, 1866.37145996094, 389.367401123047, 707.713012695312, 1755.52795410156, 100.259178161621, 998.238525390625, 1984.27587890625, 123.603897094727, 1122.92407226562
1748.27526855469, 104.775871276855, 1308.88903808594, 1647.62280273438, 107.167617797852, 1197.79064941406, 2078.59350585938, 59.5663452148438, 47.1932678222656, 1716.19873046875, 41.0117950439453, 1402.64562988281, 2102.23974609375, 76.4036407470703, 938.824035644531, 1989.14184570312, -190.603500366211, 1032.62231445312, 1564.50451660156, 33.0088920593262, 1453.22619628906, 1757.35461425781, -129.458267211914, 765.11474609375, 1927.576171875, -160.244232177734, 876.194213867188, 1918.90771484375, -5.46984672546387, 860.095703125, 2148.1708984375, 99.3840789794922, 23.4588737487793, 1837.49658203125, -2.41583251953125, 391.653900146484, 1967.46252441406, 49.9680099487305, -3.11520218849182, 1994.33850097656, 12.0575923919678, 188.184692382812, 1726.11437988281, -90.7021713256836, 1247.85314941406, 1859.65307617188, -28.9782581329346, 502.026031494141, 1900.68371582031, 139.818817138672, -0.382114827632904, 1937.24645996094, -169.446243286133, 1099.57690429688, 1753.83129882812, -109.42652130127, 856.909912109375, 1858.01538085938, -156.629638671875, 757.516357421875, 2467.71875, 209.618927001953, 254.732772827148, 1860.17724609375, 189.624938964844, 1235.04895019531, 1732.39086914062, 143.310989379883, 1405.27270507812, 2107.0146484375, 167.331832885742, 933.958251953125, 1943.14770507812, 391.409973144531, 1012.46343994141, 1586.06860351562, 185.86653137207, 1446.82702636719, 1777.49365234375, 377.271789550781, 680.592102050781, 1937.9482421875, 392.625274658203, 913.405883789062, 1918.97680664062, 233.86653137207, 831.468627929688, 2500.548828125, 153.177856445312, 294.41162109375, 2061.90112304688, 272.821350097656, 353.715576171875, 2519.76635742188, 248.818496704102, 131.772430419922, 2174.17724609375, 279.843017578125, 325.9375, 1683.20642089844, 287.666656494141, 1251.32202148438, 2015.10290527344, 295.433227539062, 625.668273925781, 2488.96020507812, 202.76350402832, 60.4115905761719, 1832.68225097656, 371.291381835938, 1128.66638183594, 1758.95361328125, 340.46337890625, 777.525512695312, 1873.68188476562, 394.521301269531, 702.218505859375, 1728.96997070312, 101.074600219727, 994.903930664062, 1958.20642089844, 123.62663269043, 1120.57666015625
1722.11889648438, 104.499282836914, 1306.87182617188, 1621.220703125, 108.229118347168, 1195.93273925781, 2077.30932617188, 58.7410202026367, 48.5036315917969, 1690.904296875, 40.9399452209473, 1401.0478515625, 2075.97875976562, 78.7805557250977, 937.726501464844, 1954.20446777344, -188.251693725586, 1014.29412841797, 1539.68408203125, 33.7213745117188, 1453.1826171875, 1712.40966796875, -119.763763427734, 759.778564453125, 1886.35070800781, -153.67463684082, 862.081909179688, 1893.88708496094, -6.56065988540649, 859.160217285156, 2147.58618164062, 98.3213500976562, 26.0014514923096, 1824.89978027344, -1.51162874698639, 386.074066162109, 1967.34741210938, 49.8287048339844, -3.22467732429504, 1987.84814453125, 11.9005718231201, 186.857192993164, 1699.60192871094, -91.5263977050781, 1242.67260742188, 1843.76330566406, -28.5374851226807, 497.569396972656, 1900.85900878906, 139.980758666992, -0.545374035835266, 1905.34191894531, -168.404876708984, 1083.6787109375, 1712.49743652344, -101.641242980957, 851.075744628906, 1812.30615234375, -147.221557617188, 747.108459472656, 2413.62377929688, 212.784484863281, 252.204513549805, 1834.67419433594, 188.693862915039, 1233.34631347656, 1707.7080078125, 143.097320556641, 1403.49255371094, 2080.34643554688, 169.644500732422, 931.354919433594, 1924.6796875, 387.963775634766, 1014.30804443359, 1562.07653808594, 186.479598999023, 1446.58093261719, 1786.43994140625, 388.073547363281, 670.681579589844, 1926.73254394531, 391.392669677734, 915.613586425781, 1891.65942382812, 232.470581054688, 829.614562988281, 2448.04321289062, 157.0087890625, 291.555389404297, 2008.07739257812, 274.952514648438, 351.260833740234, 2461.24047851562, 252.188659667969, 127.904067993164, 2119.75708007812, 282.493804931641, 322.857727050781, 1658.90893554688, 289.052368164062, 1248.69116210938, 1976.30993652344, 296.85791015625, 624.431274414062, 2427.89990234375, 205.854675292969, 57.2487258911133, 1811.73828125, 370.370025634766, 1128.09582519531, 1758.45092773438, 349.576751708984, 764.347473144531, 1881.22766113281, 399.776947021484, 699.885131835938, 1702.51037597656, 101.744064331055, 991.911254882812, 1932.03845214844, 123.456939697266, 1118.54345703125
1696.09020996094, 104.411125183105, 1305.28759765625, 1594.69311523438, 109.312812805176, 1194.57043457031, 2076.08837890625, 57.7525062561035, 49.7849082946777, 1665.66467285156, 40.9450645446777, 1399.89770507812, 2049.54321289062, 80.9280242919922, 936.796875, 1918.04248046875, -185.079330444336, 997.442199707031, 1514.92102050781, 34.5558433532715, 1453.41687011719, 1664.78210449219, -109.423400878906, 758.874572753906, 1842.81506347656, -146.322570800781, 850.531677246094, 1868.94445800781, -7.7123556137085, 858.144226074219, 2147.0478515625, 97.0586929321289, 28.691556930542, 1813.34826660156, -1.08140087127686, 380.479766845703, 1967.25817871094, 49.6448974609375, -3.3428053855896, 1981.78515625, 11.5610494613647, 185.332824707031, 1672.44738769531, -91.9504547119141, 1238.64392089844, 1828.8642578125, -28.4421348571777, 493.065216064453, 1901.07556152344, 140.121231079102, -0.645104885101318, 1872.44311523438, -166.526504516602, 1069.28076171875, 1669.36328125, -93.4546279907227, 849.534851074219, 1763.3896484375, -137.033981323242, 740.25390625, 2358.06616210938, 216.173980712891, 248.899505615234, 1809.04309082031, 187.689346313477, 1231.99865722656, 1683.12780761719, 142.954193115234, 1402.15368652344, 2053.44140625, 171.633651733398, 929.280944824219, 1905.82019042969, 385.028564453125, 1017.23028564453, 1538.13879394531, 187.203369140625, 1446.61743164062, 1795.591796875, 399.011291503906, 664.439025878906, 1915.02587890625, 390.529266357422, 919.459228515625, 1864.72875976562, 231.126937866211, 828.325378417969, 2394.27001953125, 161.049926757812, 287.715515136719, 1953.33154296875, 276.960174560547, 350.535461425781, 2400.81787109375, 255.55680847168, 123.159019470215, 2064.22436523438, 285.095550537109, 320.833404541016, 1634.4638671875, 290.250732421875, 1246.6845703125, 1937.28588867188, 298.271362304688, 624.324096679688, 2364.71044921875, 208.804641723633, 53.5644035339355, 1790.50305175781, 369.508636474609, 1128.31652832031, 1758.44641113281, 359.130554199219, 754.157043457031, 1888.38928222656, 405.066467285156, 700.944152832031, 1676.01000976562, 102.31095123291, 989.431335449219, 1905.70678710938, 123.139175415039, 1116.79272460938
1670.16430664062, 104.513130187988, 1304.15014648438, 1568.03100585938, 110.414947509766, 1193.80151367188, 2074.9833984375, 56.7797775268555, 51.0866012573242, 1640.48657226562, 41.0827445983887, 1399.23693847656, 2022.91418457031, 82.7958602905273, 936.017211914062, 1880.72155761719, -181.072341918945, 982.421813964844, 1490.21667480469, 35.5068283081055, 1453.953125, 1614.81530761719, -98.6229248046875, 763.005676269531, 1797.09753417969, -138.196258544922, 842.063293457031, 1843.96252441406, -8.80550289154053, 856.966674804688, 2146.57470703125, 95.8293685913086, 31.5243740081787, 1802.88452148438, -1.02435827255249, 374.780029296875, 1967.228515625, 49.4683647155762, -3.45097470283508, 1976.26989746094, 11.256067276001, 183.705596923828, 1644.63610839844, -91.9895629882812, 1236.0009765625, 1814.88488769531, -28.5021533966064, 488.27294921875, 1901.34802246094, 140.219696044922, -0.691239953041077, 1838.576171875, -163.828155517578, 1056.7041015625, 1624.78723144531, -85.0640563964844, 852.847229003906, 1711.40051269531, -126.110931396484, 737.592895507812, 2301.22119140625, 219.718994140625, 244.874267578125, 1783.25708007812, 186.632400512695, 1231.00378417969, 1658.62548828125, 142.936340332031, 1401.33178710938, 2026.27758789062, 173.294616699219, 927.672424316406, 1886.61755371094, 382.674713134766, 1021.50628662109, 1514.19763183594, 188.037704467773, 1447.0009765625, 1804.04248046875, 409.720062255859, 662.102966308594, 1902.66064453125, 390.088684082031, 925.11669921875, 1837.83288574219, 229.944473266602, 827.603820800781, 2339.36596679688, 165.241104125977, 282.897857666016, 1897.93383789062, 278.814208984375, 351.683563232422, 2338.55810546875, 258.880676269531, 117.687545776367, 2007.83447265625, 287.619537353516, 320.016021728516, 1609.84094238281, 291.302307128906, 1245.39489746094, 1898.13903808594, 299.666687011719, 625.331298828125, 2299.498046875, 211.632995605469, 49.5776557922363, 1768.94885253906, 368.743774414062, 1129.52319335938, 1758.38842773438, 368.642761230469, 747.365356445312, 1894.39819335938, 410.410400390625, 705.456848144531, 1649.36157226562, 102.864700317383, 987.595703125, 1879.15161132812, 122.710586547852, 1115.27648925781
1644.28125, 104.8203125, 1303.45739746094, 1541.18371582031, 111.555923461914, 1193.70520019531, 2073.92651367188, 55.9145927429199, 52.4646301269531, 1615.36682128906, 41.4157524108887, 1399.06518554688, 1996.07336425781, 84.3818130493164, 935.395141601562, 1842.32409667969, -176.327301025391, 969.470397949219, 1465.55554199219, 36.5652008056641, 1454.81518554688, 1563.10864257812, -87.6270141601562, 772.501647949219, 1749.4765625, -129.374526977539, 837.036987304688, 1818.83020019531, -9.75340938568115, 855.591979980469, 2146.11743164062, 94.7328033447266, 34.5324440002441, 1793.40979003906, -1.22929811477661, 369.113647460938, 1967.23327636719, 49.3337364196777, -3.53399968147278, 1971.37902832031, 10.9857130050659, 182.232360839844, 1616.16577148438, -91.6644287109375, 1234.85998535156, 1801.7158203125, -28.5403919219971, 483.166534423828, 1901.64172363281, 140.287551879883, -0.755166471004486, 1803.7783203125, -160.433609008789, 1046.1533203125, 1579.29943847656, -76.71630859375, 861.252685546875, 1656.86962890625, -114.594970703125, 739.567810058594, 2243.22412109375, 223.326263427734, 240.191665649414, 1757.27978515625, 185.560775756836, 1230.34008789062, 1634.15026855469, 143.115325927734, 1401.04638671875, 1998.8349609375, 174.679351806641, 926.444091796875, 1867.11987304688, 380.937896728516, 1027.36364746094, 1490.22033691406, 188.993896484375, 1447.7890625, 1810.75244140625, 419.847839355469, 663.73486328125, 1889.55212402344, 390.110504150391, 932.706481933594, 1810.72290039062, 229.005981445312, 827.420043945312, 2283.43823242188, 169.474182128906, 277.091094970703, 1842.18530273438, 280.512939453125, 354.795379638672, 2274.56005859375, 262.154937744141, 111.619186401367, 1950.82568359375, 290.024017333984, 320.517944335938, 1585.05322265625, 292.277557373047, 1244.87329101562, 1858.89770507812, 301.017425537109, 627.464172363281, 2232.36962890625, 214.356887817383, 45.4947814941406, 1747.12133789062, 368.123413085938, 1131.91003417969, 1757.63464355469, 377.600738525391, 744.281677246094, 1898.47290039062, 415.83544921875, 713.285888671875, 1622.38464355469, 103.478744506836, 986.519165039062, 1852.34350585938, 122.183555603027, 1113.97253417969
