Female5:C7-x, Female5:C7-y, Female5:C7-z, Female5:CLAV-x, Female5:CLAV-y, Female5:CLAV-z, Female5:LANK-x, Female5:LANK-y, Female5:LANK-z, Female5:LBHD-x, Female5:LBHD-y, Female5:LBHD-z, Female5:LBWT-x, Female5:LBWT-y, Female5:LBWT-z, Female5:LELB-x, Female5:LELB-y, Female5:LELB-z, Female5:LFHD-x, Female5:LFHD-y, Female5:LFHD-z, Female5:LFIN-x, Female5:LFIN-y, Female5:LFIN-z, Female5:LFRM-x, Female5:LFRM-y, Female5:LFRM-z, Female5:LFWT-x, Female5:LFWT-y, Female5:LFWT-z, Female5:LHEE-x, Female5:LHEE-y, Female5:LHEE-z, Female5:LKNE-x, Female5:LKNE-y, Female5:LKNE-z, Female5:LMT5-x, Female5:LMT5-y, Female5:LMT5-z, Female5:LSHN-x, Female5:LSHN-y, Female5:LSHN-z, Female5:LSHO-x, Female5:LSHO-y, Female5:LSHO-z, Female5:LTHI-x, Female5:LTHI-y, Female5:LTHI-z, Female5:LTOE-x, Female5:LTOE-y, Female5:LTOE-z, Female5:LUPA-x, Female5:LUPA-y, Female5:LUPA-z, Female5:LWRA-x, Female5:LWRA-y, Female5:LWRA-z, Female5:LWRB-x, Female5:LWRB-y, Female5:LWRB-z, Female5:RANK-x, Female5:RANK-y, Female5:RANK-z, Female5:RBAC-x, Female5:RBAC-y, Female5:RBAC-z, Female5:RBHD-x, Female5:RBHD-y, Female5:RBHD-z, Female5:RBWT-x, Female5:RBWT-y, Female5:RBWT-z, Female5:RELB-x, Female5:RELB-y, Female5:RELB-z, Female5:RFHD-x, Female5:RFHD-y, Female5:RFHD-z, Female5:RFIN-x, Female5:RFIN-y, Female5:RFIN-z, Female5:RFRM-x, Female5:RFRM-y, Female5:RFRM-z, Female5:RFWT-x, Female5:RFWT-y, Female5:RFWT-z, Female5:RHEE-x, Female5:RHEE-y, Female5:RHEE-z, Female5:RKNE-x, Female5:RKNE-y, Female5:RKNE-z, Female5:RMT5-x, Female5:RMT5-y, Female5:RMT5-z, Female5:RSHN-x, Female5:RSHN-y, Female5:RSHN-z, Female5:RSHO-x, Female5:RSHO-y, Female5:RSHO-z, Female5:RTHI-x, Female5:RTHI-y, Female5:RTHI-z, Female5:RTOE-x, Female5:RTOE-y, Female5:RTOE-z, Female5:RUPA-x, Female5:RUPA-y, Female5:RUPA-z, Female5:RWRA-x, Female5:RWRA-y, Female5:RWRA-z, Female5:RWRB-x, Female5:RWRB-y, Female5:RWRB-z, Female5:STRN-x, Female5:STRN-y, Female5:STRN-z, Female5:T10-x, Female5:T10-y, Female5:T10-z
253.318420410156, 614.170959472656, 1379.0849609375, 174.333755493164, 495.098571777344, 1308.65051269531, 361.944152832031, 206.849578857422, 69.1684112548828, 298.322326660156, 539.796630859375, 1495.359375, 398.290618896484, 597.486755371094, 899.453979492188, 474.730407714844, 359.340240478516, 1044.37182617188, 186.491271972656, 429.70263671875, 1525.95556640625, 472.839050292969, 199.504104614258, 786.476867675781, 496.011474609375, 289.500732421875, 880.146728515625, 311.631134033203, 316.178253173828, 851.206909179688, 365.438690185547, 291.586120605469, 46.1261596679688, 327.987976074219, 269.08935546875, 443.734619140625, 329.290679931641, 125.209953308105, 42.7805442810059, 366.924926757812, 236.034515380859, 225.933929443359, 351.569274902344, 402.281524658203, 1321.49194335938, 318.760375976562, 287.320251464844, 585.575134277344, 251.632720947266, 134.551605224609, 54.3308372497559, 446.291046142578, 345.810333251953, 1131.96752929688, 381.116821289062, 187.82780456543, 837.121826171875, 520.44287109375, 240.731597900391, 805.799560546875, 199.601669311523, 614.07666015625, 47.3764839172363, 208.066284179688, 714.926818847656, 1277.0283203125, 237.152145385742, 627.615478515625, 1505.19250488281, 297.547241210938, 711.233581542969, 911.759887695312, 6.2267541885376, 788.610412597656, 1035.91577148438, 100.240013122559, 559.675048828125, 1535.63659667969, -138.687042236328, 694.413879394531, 755.049194335938, -39.7037582397461, 779.368225097656, 910.824035644531, 6.16758060455322, 628.785461425781, 872.583557128906, 288.015075683594, 576.242736816406, 31.9537296295166, 149.597717285156, 673.267517089844, 425.495513916016, 114.377983093262, 591.27490234375, 35.2133026123047, 163.300659179688, 681.883422851562, 295.557067871094, 92.3768539428711, 656.803588867188, 1314.58020019531, 56.2007942199707, 657.893432617188, 681.2548828125, 93.8406372070312, 532.708129882812, 47.8134689331055, 38.6861305236816, 738.760986328125, 1215.61462402344, -123.372062683105, 629.818054199219, 844.913940429688, -113.794570922852, 767.136901855469, 785.005554199219, 73.1080703735352, 368.076354980469, 1079.80236816406, 343.132171630859, 653.918701171875, 1068.69348144531
253.676605224609, 612.227111816406, 1379.42041015625, 174.371994018555, 493.906982421875, 1308.85510253906, 361.729766845703, 207.274444580078, 69.7652130126953, 298.746215820312, 538.194580078125, 1495.67260742188, 398.093048095703, 596.515502929688, 899.404602050781, 474.711212158203, 359.054992675781, 1043.92712402344, 186.911514282227, 428.113403320312, 1526.35852050781, 471.691772460938, 198.141021728516, 785.6044921875, 495.539672851562, 289.020874023438, 879.004577636719, 311.309051513672, 315.461730957031, 851.093444824219, 365.818542480469, 292.257385253906, 45.9059715270996, 325.346740722656, 266.887023925781, 444.494781494141, 328.007019042969, 126.759162902832, 44.2686958312988, 365.737182617188, 235.011840820312, 226.491836547852, 351.72802734375, 400.840148925781, 1321.17102050781, 316.785064697266, 285.547424316406, 586.343994140625, 251.271286010742, 136.199462890625, 55.2002716064453, 446.240905761719, 345.219970703125, 1131.40417480469, 380.696136474609, 188.374496459961, 835.620910644531, 519.810546875, 240.261917114258, 804.723693847656, 199.592224121094, 614.107177734375, 47.3512153625488, 208.517532348633, 713.745727539062, 1277.92138671875, 237.771606445312, 626.14208984375, 1505.45092773438, 297.539154052734, 710.411743164062, 911.753540039062, 3.09562492370605, 788.57177734375, 1038.49377441406, 100.717185974121, 558.182861328125, 1536.04284667969, -150.205871582031, 685.909729003906, 765.209106445312, -47.529239654541, 775.8603515625, 914.951904296875, 6.06894540786743, 628.486877441406, 872.457763671875, 288.070617675781, 576.219970703125, 32.019660949707, 150.135513305664, 673.382446289062, 425.633819580078, 114.444770812988, 591.400817871094, 35.1287994384766, 163.629104614258, 681.708374023438, 295.529205322266, 92.9121246337891, 655.623352050781, 1315.36486816406, 56.5258483886719, 657.655151367188, 681.071960449219, 93.9180908203125, 532.567321777344, 47.6512908935547, 38.8718643188477, 738.172912597656, 1217.02172851562, -126.111747741699, 621.648681640625, 853.449279785156, -128.246551513672, 759.035949707031, 794.872619628906, 73.2403869628906, 367.720764160156, 1079.052734375, 342.946319580078, 652.908508300781, 1068.8017578125
254.211410522461, 610.035522460938, 1379.63500976562, 174.568893432617, 492.598846435547, 1309.01489257812, 361.2607421875, 207.489730834961, 70.4642639160156, 299.378326416016, 536.37890625, 1495.96228027344, 398.091674804688, 595.793395996094, 899.495727539062, 474.7333984375, 358.443603515625, 1043.30285644531, 187.204498291016, 426.371826171875, 1526.71105957031, 471.117126464844, 197.814697265625, 784.343994140625, 495.097564697266, 288.572326660156, 877.954528808594, 311.110473632812, 314.643402099609, 851.143920898438, 366.315490722656, 293.198974609375, 45.7267456054688, 322.451782226562, 264.428985595703, 445.291595458984, 326.900634765625, 127.980430603027, 45.5042915344238, 364.533630371094, 233.715209960938, 227.194396972656, 351.844482421875, 399.01611328125, 1320.7373046875, 314.566955566406, 283.392974853516, 587.201477050781, 250.66716003418, 138.093780517578, 56.8997383117676, 446.131072998047, 344.415863037109, 1130.64379882812, 380.385620117188, 188.210479736328, 834.492370605469, 519.169738769531, 240.572631835938, 803.419067382812, 199.638610839844, 614.278076171875, 47.3960762023926, 209.123229980469, 712.556701660156, 1278.74450683594, 238.409164428711, 624.234985351562, 1505.76232910156, 297.632232666016, 709.778930664062, 911.790588378906, -0.456871688365936, 788.255554199219, 1041.73474121094, 101.209098815918, 556.785278320312, 1536.40698242188, -162.416778564453, 675.257507324219, 776.183715820312, -56.7324333190918, 772.3583984375, 921.091125488281, 5.82430171966553, 627.921142578125, 871.9404296875, 288.117919921875, 576.211791992188, 32.0302200317383, 150.818222045898, 673.336364746094, 425.955474853516, 114.39680480957, 591.429138183594, 35.1509742736816, 164.049346923828, 681.657531738281, 295.647033691406, 93.6051406860352, 654.394409179688, 1316.27587890625, 56.9649963378906, 657.570068359375, 681.09716796875, 94.0449752807617, 532.59619140625, 47.3215103149414, 39.1318626403809, 737.507690429688, 1218.9267578125, -130.349838256836, 613.28125, 864.1865234375, -142.511306762695, 750.575561523438, 805.674865722656, 73.6943664550781, 367.344757080078, 1078.16333007812, 342.855651855469, 652.009399414062, 1068.88684082031
255.078598022461, 608.036682128906, 1380.19165039062, 175.235336303711, 491.033966064453, 1308.99047851562, 360.700134277344, 207.8974609375, 71.0635452270508, 300.100494384766, 534.49658203125, 1496.28515625, 398.260589599609, 595.050537109375, 899.713684082031, 474.680023193359, 357.323272705078, 1042.38793945312, 187.477890014648, 424.638366699219, 1527.27819824219, 470.380828857422, 197.454849243164, 783.042602539062, 494.78955078125, 288.188812255859, 877.023315429688, 310.874176025391, 313.968109130859, 851.514282226562, 366.806427001953, 293.984893798828, 45.4002799987793, 319.124481201172, 261.522918701172, 446.203948974609, 325.854339599609, 128.794845581055, 46.930980682373, 363.013275146484, 232.185958862305, 228.107955932617, 352.154327392578, 396.887390136719, 1320.20715332031, 312.000885009766, 281.050598144531, 588.129760742188, 249.705474853516, 139.924255371094, 58.5667037963867, 446.085906982422, 342.980163574219, 1129.81225585938, 379.931335449219, 187.775787353516, 833.656616210938, 518.463012695312, 240.511337280273, 802.31787109375, 199.755493164062, 614.46240234375, 47.5401191711426, 209.900344848633, 711.277587890625, 1279.58618164062, 239.086288452148, 622.123840332031, 1506.04223632812, 297.935211181641, 709.132385253906, 911.891784667969, -4.58318948745728, 787.835632324219, 1045.77038574219, 101.866943359375, 555.558776855469, 1536.82238769531, -179.685455322266, 666.698303222656, 795.255798339844, -66.995491027832, 768.869384765625, 928.961059570312, 7.00229930877686, 629.490356445312, 871.520446777344, 288.132049560547, 576.240844726562, 32.0293884277344, 151.352951049805, 673.149230957031, 426.178771972656, 114.367012023926, 591.497436523438, 35.0305366516113, 164.702056884766, 681.772521972656, 295.9423828125, 94.3378524780273, 652.986938476562, 1317.15942382812, 57.5072593688965, 657.62841796875, 681.249267578125, 94.0193023681641, 532.847900390625, 47.2912788391113, 39.5180549621582, 736.739135742188, 1221.12646484375, -136.797744750977, 605.584777832031, 877.349426269531, -159.382553100586, 742.826965332031, 819.364501953125, 73.9401550292969, 367.022918701172, 1078.16967773438, 342.988861083984, 650.934204101562, 1069.09448242188
256.267181396484, 606.125, 1380.92626953125, 176.39811706543, 489.614501953125, 1308.96740722656, 359.91357421875, 208.387161254883, 71.5827484130859, 300.763122558594, 532.614196777344, 1496.70983886719, 398.677093505859, 594.211303710938, 899.922119140625, 474.569641113281, 356.013824462891, 1041.5439453125, 188.108047485352, 422.726135253906, 1528.11926269531, 469.697845458984, 197.283599853516, 781.677490234375, 494.534088134766, 287.587860107422, 876.09423828125, 310.430053710938, 313.027740478516, 851.765258789062, 367.240936279297, 294.407501220703, 45.0327644348145, 315.529235839844, 258.433685302734, 446.97802734375, 324.275970458984, 130.257736206055, 48.7454719543457, 361.172973632812, 230.841186523438, 228.846771240234, 352.683502197266, 394.908538818359, 1319.75732421875, 308.845977783203, 278.450531005859, 589.226318359375, 248.264953613281, 142.129928588867, 60.3020286560059, 446.1923828125, 341.373840332031, 1129.12731933594, 379.346282958984, 187.748321533203, 832.460083007812, 517.834411621094, 240.100112915039, 801.298400878906, 199.875396728516, 614.512390136719, 47.5960159301758, 210.729904174805, 709.648010253906, 1280.44409179688, 239.865158081055, 620.019897460938, 1506.24133300781, 298.308563232422, 708.293823242188, 912.005126953125, -9.13008117675781, 787.317749023438, 1050.66479492188, 102.625160217285, 553.880249023438, 1537.3525390625, -197.054351806641, 655.999755859375, 815.882080078125, -78.0542526245117, 765.109558105469, 937.758117675781, 7.03861427307129, 628.089599609375, 871.942687988281, 288.140106201172, 576.253601074219, 32.0481338500977, 151.904098510742, 673.075317382812, 426.405822753906, 114.464088439941, 591.656433105469, 34.8600196838379, 165.333847045898, 681.965148925781, 296.455017089844, 95.3788146972656, 651.582336425781, 1318.26403808594, 58.1585235595703, 657.445251464844, 681.280639648438, 93.8302612304688, 533.070922851562, 47.5488243103027, 39.8575210571289, 735.842102050781, 1223.45080566406, -145.983810424805, 598.974304199219, 893.617492675781, -178.444549560547, 734.731018066406, 836.111999511719, 73.7044219970703, 366.33544921875, 1079.05017089844, 343.321868896484, 649.502014160156, 1069.50036621094
257.457122802734, 604.239868164062, 1381.21179199219, 177.1923828125, 488.034362792969, 1309.14025878906, 358.928070068359, 209.081344604492, 71.8437118530273, 301.205657958984, 530.424743652344, 1497.11486816406, 399.278167724609, 593.164916992188, 900.098205566406, 474.436462402344, 354.743072509766, 1040.86059570312, 188.246063232422, 420.910522460938, 1528.41967773438, 469.383056640625, 197.26530456543, 780.124206542969, 494.25537109375, 287.025817871094, 875.094299316406, 309.990661621094, 311.396667480469, 851.978393554688, 367.459167480469, 294.751525878906, 44.7786865234375, 311.791961669922, 255.586242675781, 447.483489990234, 321.805297851562, 131.851669311523, 49.9397277832031, 359.123199462891, 229.38801574707, 229.453598022461, 353.296600341797, 393.110046386719, 1319.33483886719, 305.430694580078, 275.446838378906, 590.224609375, 246.633422851562, 145.084869384766, 62.1437950134277, 446.360748291016, 340.060791015625, 1128.47094726562, 378.924285888672, 187.478057861328, 830.858032226562, 517.469177246094, 239.572631835938, 800.197326660156, 199.950439453125, 614.489318847656, 47.5808792114258, 211.673828125, 707.899108886719, 1281.06591796875, 240.644378662109, 618.229431152344, 1506.48193359375, 298.718017578125, 707.043579101562, 912.007629394531, -13.8381338119507, 786.5908203125, 1056.24060058594, 103.281852722168, 552.398742675781, 1537.45642089844, -217.329605102539, 646.148559570312, 840.952514648438, -89.5375137329102, 761.209106445312, 947.613525390625, 7.75972604751587, 628.220825195312, 872.052185058594, 288.127258300781, 576.216247558594, 32.0412521362305, 152.838302612305, 673.194763183594, 426.8857421875, 114.4677734375, 591.86962890625, 34.8477935791016, 165.840972900391, 682.030944824219, 296.790100097656, 96.5287094116211, 650.192443847656, 1319.68420410156, 58.7845268249512, 656.952941894531, 681.227783203125, 93.7548141479492, 533.252075195312, 47.6073875427246, 39.8084182739258, 734.914123535156, 1225.93493652344, -157.716354370117, 593.216735839844, 913.769653320312, -197.384582519531, 726.454772949219, 855.036254882812, 73.582878112793, 365.256805419922, 1079.37780761719, 343.728393554688, 648.122253417969, 1069.89709472656
258.716491699219, 602.359680175781, 1381.37841796875, 177.653945922852, 486.225067138672, 1309.31555175781, 357.998931884766, 210.305450439453, 71.5473175048828, 301.639892578125, 528.056640625, 1497.453125, 399.333190917969, 591.276916503906, 899.944885253906, 474.451599121094, 353.534362792969, 1040.32873535156, 188.32438659668, 418.928466796875, 1528.33032226562, 469.014343261719, 196.639434814453, 778.910766601562, 493.934417724609, 286.415740966797, 874.000122070312, 309.60595703125, 309.507995605469, 852.377502441406, 367.692291259766, 295.437622070312, 44.7212982177734, 307.543670654297, 252.599838256836, 447.978790283203, 318.958923339844, 132.70930480957, 50.81982421875, 356.866729736328, 228.022338867188, 230.001419067383, 353.985534667969, 391.026672363281, 1318.92016601562, 302.208587646484, 272.224273681641, 590.932189941406, 244.794403076172, 148.532028198242, 63.0720558166504, 446.583282470703, 338.651916503906, 1127.61547851562, 378.7177734375, 186.473983764648, 829.400146484375, 517.24951171875, 238.93830871582, 798.885681152344, 199.980514526367, 614.442260742188, 47.5908584594727, 212.696151733398, 706.060668945312, 1281.65893554688, 241.44758605957, 616.374145507812, 1506.8173828125, 299.479370117188, 705.307006835938, 911.828063964844, -18.5718364715576, 785.632629394531, 1062.14086914062, 103.914703369141, 550.733093261719, 1537.41748046875, -238.984725952148, 638.28759765625, 871.190856933594, -101.436820983887, 758.032348632812, 959.578735351562, 8.18075752258301, 627.763061523438, 872.029846191406, 288.124786376953, 576.18505859375, 32.0102310180664, 153.806167602539, 673.248596191406, 427.260986328125, 114.372062683105, 592.195129394531, 34.8895797729492, 166.607650756836, 681.976684570312, 296.816772460938, 97.5639572143555, 648.389587402344, 1320.89367675781, 59.3495445251465, 656.37841796875, 681.29296875, 93.8412475585938, 533.563232421875, 47.5223007202148, 39.5761299133301, 733.976440429688, 1228.57250976562, -171.404083251953, 588.356079101562, 938.301940917969, -216.530197143555, 718.839721679688, 877.155883789062, 73.7229843139648, 364.491149902344, 1079.5068359375, 344.110870361328, 646.430603027344, 1070.03076171875
260.135223388672, 600.350036621094, 1381.62670898438, 178.194244384766, 484.251434326172, 1309.61254882812, 356.885528564453, 211.103378295898, 71.1913223266602, 302.024810791016, 525.556945800781, 1497.66589355469, 398.876800537109, 588.500732421875, 899.444458007812, 474.446197509766, 352.080657958984, 1039.60754394531, 188.701522827148, 416.516632080078, 1528.30456542969, 468.538055419922, 195.769317626953, 777.916931152344, 493.569641113281, 285.535186767578, 873.085510253906, 309.109313964844, 307.747222900391, 852.668640136719, 368.210357666016, 296.554870605469, 44.8913078308105, 303.216644287109, 249.34489440918, 448.383392333984, 316.324127197266, 133.768188476562, 51.3622665405273, 354.555999755859, 226.841094970703, 230.702285766602, 354.747436523438, 388.750885009766, 1318.39404296875, 299.056518554688, 269.082153320312, 591.620788574219, 242.421875, 151.800598144531, 63.5190048217773, 446.764099121094, 336.775177001953, 1126.64978027344, 378.446197509766, 185.311935424805, 828.334350585938, 516.754211425781, 238.324890136719, 797.546997070312, 200.067474365234, 614.375122070312, 47.6324768066406, 213.671035766602, 704.097045898438, 1282.34497070312, 242.202926635742, 614.138061523438, 1507.14196777344, 300.473663330078, 703.481567382812, 911.810607910156, -23.3610286712646, 785.002685546875, 1068.31335449219, 104.606803894043, 548.453735351562, 1537.6455078125, -260.117309570312, 632.345886230469, 906.624206542969, -113.73380279541, 754.634521484375, 973.418090820312, 8.58406829833984, 627.247436523438, 872.156188964844, 288.099212646484, 576.157592773438, 31.9870891571045, 154.447250366211, 672.699401855469, 427.391174316406, 114.35050201416, 592.388366699219, 34.8686332702637, 167.536178588867, 681.697143554688, 296.765289306641, 98.7931060791016, 646.407775878906, 1322.08422851562, 59.9791297912598, 655.72705078125, 681.461120605469, 93.8827896118164, 533.806396484375, 47.503776550293, 39.3418235778809, 732.598327636719, 1231.28405761719, -186.020843505859, 584.66650390625, 966.883911132812, -236.020492553711, 712.184936523438, 902.901489257812, 73.8742294311523, 363.881500244141, 1080.02673339844, 344.451141357422, 644.507141113281, 1070.02844238281
261.681457519531, 598.07080078125, 1381.75378417969, 178.656875610352, 481.956298828125, 1310.3515625, 355.534606933594, 211.469955444336, 71.4018859863281, 302.543762207031, 523.1552734375, 1497.92822265625, 399.002288818359, 585.618713378906, 898.9931640625, 474.400482177734, 350.097839355469, 1038.60864257812, 189.151657104492, 414.132507324219, 1528.19897460938, 468.013336181641, 195.19580078125, 776.721984863281, 493.249572753906, 284.526245117188, 872.361511230469, 308.566711425781, 305.834228515625, 852.638488769531, 368.815643310547, 297.222534179688, 44.8935890197754, 299.13427734375, 246.164657592773, 448.711120605469, 313.419372558594, 135.26432800293, 51.6209754943848, 352.420288085938, 225.552688598633, 231.48860168457, 355.738159179688, 386.428039550781, 1317.71899414062, 295.772552490234, 266.014434814453, 592.320678710938, 239.862609863281, 154.707977294922, 64.5442352294922, 446.948089599609, 334.753631591797, 1125.703125, 378.098175048828, 184.038726806641, 827.445251464844, 516.295837402344, 237.667236328125, 796.405639648438, 200.198196411133, 614.251403808594, 47.7425727844238, 214.776779174805, 701.999755859375, 1282.93078613281, 242.908447265625, 611.948364257812, 1507.39172363281, 301.414489746094, 701.712219238281, 912.216125488281, -28.1098613739014, 783.598205566406, 1074.50476074219, 105.167694091797, 546.155517578125, 1537.60131835938, -280.578887939453, 628.560913085938, 947.06494140625, -125.987510681152, 749.639282226562, 987.997192382812, 9.08421802520752, 626.60009765625, 872.523742675781, 288.085296630859, 576.150939941406, 32.0051116943359, 155.130920410156, 671.687255859375, 427.561096191406, 114.406005859375, 592.473876953125, 34.8296775817871, 168.196441650391, 681.030883789062, 296.798217773438, 100.208595275879, 644.536926269531, 1323.43041992188, 60.7126197814941, 654.891052246094, 681.5478515625, 93.8013229370117, 533.705017089844, 47.363353729248, 38.9144821166992, 730.716430664062, 1233.97875976562, -200.312911987305, 582.147521972656, 998.834228515625, -255.822128295898, 706.240966796875, 932.432556152344, 74.0613632202148, 362.906036376953, 1080.54296875, 345.009918212891, 642.720886230469, 1070.23266601562
263.333679199219, 595.624877929688, 1381.962890625, 179.407516479492, 479.502471923828, 1311.03356933594, 353.820678710938, 212.172088623047, 71.9783477783203, 303.385467529297, 521.174255371094, 1498.36975097656, 399.610626220703, 583.173767089844, 898.732971191406, 474.657775878906, 348.220733642578, 1037.89611816406, 190.069244384766, 411.744201660156, 1528.24096679688, 467.544891357422, 194.234130859375, 775.553955078125, 493.160064697266, 283.151824951172, 871.37646484375, 308.123748779297, 303.683288574219, 852.73876953125, 369.428070068359, 297.131195068359, 44.7431297302246, 295.242736816406, 243.090377807617, 449.050445556641, 309.943634033203, 137.002304077148, 51.7396125793457, 350.240570068359, 224.596343994141, 231.779678344727, 356.842468261719, 384.095825195312, 1317.28271484375, 292.648132324219, 263.097808837891, 592.913818359375, 237.403930664062, 157.764938354492, 65.5840682983398, 447.378448486328, 332.748046875, 1124.78723144531, 378.047302246094, 182.58464050293, 826.546569824219, 515.8046875, 236.328338623047, 795.338806152344, 200.278625488281, 614.096557617188, 47.8801422119141, 215.982818603516, 699.683654785156, 1283.47509765625, 243.621917724609, 609.72998046875, 1507.58349609375, 302.206481933594, 699.720947265625, 912.472839355469, -32.7615051269531, 779.900939941406, 1080.6650390625, 105.557342529297, 543.639099121094, 1537.38610839844, -298.865478515625, 626.579223632812, 991.654724121094, -138.40380859375, 744.8740234375, 1004.42492675781, 9.66004657745361, 625.483764648438, 872.958374023438, 288.113800048828, 576.12158203125, 32.0601387023926, 156.065338134766, 670.891357421875, 427.752655029297, 114.406684875488, 592.599426269531, 34.8613891601562, 168.842849731445, 680.359924316406, 296.973602294922, 101.609016418457, 642.556579589844, 1324.62194824219, 61.5372543334961, 653.889892578125, 681.531982421875, 93.7337036132812, 533.610900878906, 47.2506904602051, 38.3427886962891, 728.632873535156, 1236.6640625, -213.619186401367, 580.884216308594, 1033.68054199219, -275.030029296875, 701.236083984375, 965.857788085938, 74.0444488525391, 361.427886962891, 1081.40905761719, 345.802124023438, 640.736755371094, 1070.49890136719
