Subject1:C7-x, Subject1:C7-y, Subject1:C7-z, Subject1:CLAV-x, Subject1:CLAV-y, Subject1:CLAV-z, Subject1:LANK-x, Subject1:LANK-y, Subject1:LANK-z, Subject1:LBHD-x, Subject1:LBHD-y, Subject1:LBHD-z, Subject1:LBWT-x, Subject1:LBWT-y, Subject1:LBWT-z, Subject1:LELB-x, Subject1:LELB-y, Subject1:LELB-z, Subject1:LFHD-x, Subject1:LFHD-y, Subject1:LFHD-z, Subject1:LFIN-x, Subject1:LFIN-y, Subject1:LFIN-z, Subject1:LFRM-x, Subject1:LFRM-y, Subject1:LFRM-z, Subject1:LFWT-x, Subject1:LFWT-y, Subject1:LFWT-z, Subject1:LHEE-x, Subject1:LHEE-y, Subject1:LHEE-z, Subject1:LKNE-x, Subject1:LKNE-y, Subject1:LKNE-z, Subject1:LMT5-x, Subject1:LMT5-y, Subject1:LMT5-z, Subject1:LSHN-x, Subject1:LSHN-y, Subject1:LSHN-z, Subject1:LSHO-x, Subject1:LSHO-y, Subject1:LSHO-z, Subject1:LTHI-x, Subject1:LTHI-y, Subject1:LTHI-z, Subject1:LTOE-x, Subject1:LTOE-y, Subject1:LTOE-z, Subject1:LUPA-x, Subject1:LUPA-y, Subject1:LUPA-z, Subject1:LWRA-x, Subject1:LWRA-y, Subject1:LWRA-z, Subject1:LWRB-x, Subject1:LWRB-y, Subject1:LWRB-z, Subject1:RANK-x, Subject1:RANK-y, Subject1:RANK-z, Subject1:RBAC-x, Subject1:RBAC-y, Subject1:RBAC-z, Subject1:RBHD-x, Subject1:RBHD-y, Subject1:RBHD-z, Subject1:RBWT-x, Subject1:RBWT-y, Subject1:RBWT-z, Subject1:RELB-x, Subject1:RELB-y, Subject1:RELB-z, Subject1:RFHD-x, Subject1:RFHD-y, Subject1:RFHD-z, Subject1:RFIN-x, Subject1:RFIN-y, Subject1:RFIN-z, Subject1:RFRM-x, Subject1:RFRM-y, Subject1:RFRM-z, Subject1:RFWT-x, Subject1:RFWT-y, Subject1:RFWT-z, Subject1:RHEE-x, Subject1:RHEE-y, Subject1:RHEE-z, Subject1:RKNE-x, Subject1:RKNE-y, Subject1:RKNE-z, Subject1:RMT5-x, Subject1:RMT5-y, Subject1:RMT5-z, Subject1:RSHN-x, Subject1:RSHN-y, Subject1:RSHN-z, Subject1:RSHO-x, Subject1:RSHO-y, Subject1:RSHO-z, Subject1:RTHI-x, Subject1:RTHI-y, Subject1:RTHI-z, Subject1:RTOE-x, Subject1:RTOE-y, Subject1:RTOE-z, Subject1:RUPA-x, Subject1:RUPA-y, Subject1:RUPA-z, Subject1:RWRA-x, Subject1:RWRA-y, Subject1:RWRA-z, Subject1:RWRB-x, Subject1:RWRB-y, Subject1:RWRB-z, Subject1:STRN-x, Subject1:STRN-y, Subject1:STRN-z, Subject1:T10-x, Subject1:T10-y, Subject1:T10-z
377.118255615234, 6.16424560546875, 1401.3955078125, 512.95703125, 0.119464874267578, 1355.76818847656, 396.935821533203, 156.496215820312, 75.2216644287109, 411.1962890625, 54.0074996948242, 1529.04260253906, 368.118713378906, 39.3625068664551, 993.236999511719, 449.934814453125, 228.057800292969, 1052.55346679688, 558.85400390625, 30.7789764404297, 1588.11279296875, 627.393432617188, 206.429901123047, 727.761840820312, 528.289733886719, 241.645111083984, 894.491027832031, 555.778015136719, 120.773155212402, 952.705261230469, 365.220764160156, 112.318130493164, 32.3809585571289, 434.990661621094, 131.215286254883, 499.60205078125, 516.661437988281, 199.467056274414, 29.0311985015869, 396.529632568359, 154.813720703125, 226.450714111328, 441.727447509766, 167.645294189453, 1372.71203613281, 440.587890625, 137.964874267578, 611.507202148438, 562.226013183594, 137.655914306641, 42.1174011230469, 446.921905517578, 229.193572998047, 1111.48937988281, 641.041748046875, 160.186752319336, 805.853393554688, 546.082458496094, 275.726989746094, 783.897399902344, 405.563171386719, -240.691696166992, 79.7042541503906, 337.532501220703, -88.7439270019531, 1276.97448730469, 378.323394775391, -31.222713470459, 1514.31286621094, 371.235626220703, -76.9796524047852, 1007.24548339844, 408.101470947266, -257.526733398438, 1031.09338378906, 481.565948486328, -105.581611633301, 1557.93469238281, 527.1845703125, -320.142059326172, 719.426635742188, 459.154144287109, -293.434448242188, 942.063293457031, 546.962646484375, -165.638137817383, 994.73779296875, 358.037719726562, -194.07453918457, 34.0159568786621, 459.017242431641, -206.659225463867, 494.795196533203, 516.399841308594, -275.048278808594, 31.9166564941406, 420.358856201172, -241.010299682617, 347.397125244141, 424.764343261719, -172.368179321289, 1369.63330078125, 476.745849609375, -224.555130004883, 804.175354003906, 560.977294921875, -205.750061035156, 45.6937408447266, 428.073181152344, -239.620864868164, 1241.25122070312, 588.058837890625, -239.185791015625, 811.222839355469, 490.338165283203, -346.218872070312, 791.909912109375, 624.848388671875, -13.4173030853271, 1161.21875, 366.343200683594, -10.0940608978271, 1163.93395996094
379.177642822266, 5.72390651702881, 1403.67041015625, 512.740417480469, -0.440929889678955, 1355.46350097656, 396.867889404297, 156.530792236328, 75.1713562011719, 412.791412353516, 55.4400672912598, 1529.853515625, 367.930725097656, 39.2855644226074, 993.534057617188, 449.907470703125, 228.096633911133, 1052.59069824219, 559.983764648438, 29.2974491119385, 1587.53503417969, 627.673278808594, 207.378646850586, 727.960327148438, 528.283752441406, 242.082901000977, 894.248901367188, 555.785278320312, 120.774551391602, 952.688293457031, 365.013519287109, 112.324226379395, 32.5157318115234, 434.776092529297, 131.308197021484, 499.773284912109, 516.59326171875, 199.51904296875, 28.9829063415527, 396.482513427734, 154.756240844727, 226.519134521484, 441.177337646484, 167.78239440918, 1372.48217773438, 440.6162109375, 137.893844604492, 611.62744140625, 562.22216796875, 137.601303100586, 42.1500854492188, 446.707153320312, 229.213333129883, 1111.31823730469, 641.810363769531, 160.934448242188, 806.205383300781, 545.265563964844, 274.345001220703, 780.878967285156, 405.502685546875, -240.629409790039, 79.6859359741211, 338.420593261719, -89.4657821655273, 1277.14526367188, 378.007995605469, -29.6508960723877, 1514.75366210938, 371.386474609375, -77.1666870117188, 1007.34375, 408.234802246094, -257.548370361328, 1031.82885742188, 479.663177490234, -105.629837036133, 1557.7685546875, 525.659423828125, -321.047180175781, 719.447570800781, 459.156860351562, -293.755187988281, 942.655395507812, 546.813903808594, -166.122467041016, 994.287109375, 358.096466064453, -194.043197631836, 33.9336395263672, 458.988677978516, -206.531326293945, 494.795623779297, 516.349182128906, -274.910522460938, 31.8773956298828, 420.322814941406, -240.959991455078, 347.40576171875, 425.335998535156, -172.229904174805, 1369.92529296875, 476.814178466797, -224.819488525391, 804.281066894531, 560.974182128906, -205.762283325195, 45.7719764709473, 427.609466552734, -239.660614013672, 1241.4423828125, 587.268615722656, -239.743865966797, 810.451416015625, 489.234954833984, -346.970611572266, 792.494750976562, 625.14501953125, -13.1764822006226, 1161.38610839844, 366.556671142578, -10.3540668487549, 1163.95190429688
381.237030029297, 5.28356742858887, 1405.9453125, 512.523864746094, -1.00132465362549, 1355.15881347656, 396.807464599609, 156.474884033203, 75.0658950805664, 414.535125732422, 56.8805160522461, 1530.40698242188, 367.83056640625, 39.2850952148438, 993.696960449219, 449.781829833984, 228.127212524414, 1052.51403808594, 561.258117675781, 27.3883304595947, 1587.21057128906, 628.022399902344, 208.320587158203, 728.014465332031, 528.182495117188, 242.479904174805, 894.134704589844, 555.787780761719, 120.765197753906, 952.735656738281, 364.989166259766, 112.249366760254, 32.5074729919434, 434.741333007812, 131.342041015625, 499.791900634766, 516.574462890625, 199.518264770508, 28.9694862365723, 396.440612792969, 154.654006958008, 226.535903930664, 440.684814453125, 167.912490844727, 1372.25146484375, 440.588714599609, 137.827926635742, 611.672607421875, 562.19482421875, 137.574279785156, 42.1703643798828, 446.386413574219, 229.0810546875, 1111.095703125, 642.359680175781, 161.996154785156, 806.328247070312, 544.448669433594, 272.963012695312, 777.860473632812, 405.564727783203, -240.651123046875, 79.7526168823242, 338.356079101562, -89.429557800293, 1277.26782226562, 377.471710205078, -27.2961502075195, 1515.26049804688, 371.427093505859, -77.3420562744141, 1007.33154296875, 408.967376708984, -257.92578125, 1032.44165039062, 477.744995117188, -105.459617614746, 1557.4091796875, 524.325256347656, -322.035919189453, 719.368408203125, 459.213928222656, -294.151458740234, 943.127685546875, 546.665161132812, -166.606796264648, 993.836364746094, 358.156280517578, -194.007919311523, 33.8796463012695, 458.996032714844, -206.510452270508, 494.782501220703, 516.318908691406, -274.947479248047, 31.8518867492676, 420.344604492188, -240.981674194336, 347.39892578125, 425.900085449219, -172.147216796875, 1370.20751953125, 476.836975097656, -224.907608032227, 804.316284179688, 560.958190917969, -205.747756958008, 45.7953338623047, 427.697875976562, -239.715774536133, 1241.72045898438, 586.407775878906, -240.348236083984, 809.812622070312, 488.312408447266, -347.844696044922, 792.921264648438, 625.46533203125, -12.8818283081055, 1161.60522460938, 366.664642333984, -10.622820854187, 1163.97290039062
385.501586914062, 4.28205823898315, 1410.47546386719, 512.376708984375, -1.58635473251343, 1354.82470703125, 396.782196044922, 156.432632446289, 75.0161514282227, 416.182373046875, 58.4221801757812, 1530.84851074219, 367.779174804688, 39.2683334350586, 993.728942871094, 449.573394775391, 228.197998046875, 1052.20935058594, 562.522155761719, 25.2681331634521, 1586.71875, 628.25439453125, 209.282974243164, 727.973266601562, 528.174865722656, 242.895980834961, 894.039794921875, 555.750244140625, 120.703422546387, 952.773620605469, 365.082275390625, 112.231063842773, 32.4179801940918, 434.752380371094, 131.336761474609, 499.795349121094, 516.584533691406, 199.493133544922, 28.942569732666, 396.477325439453, 154.523315429688, 226.522186279297, 440.256591796875, 167.933029174805, 1371.97412109375, 440.553558349609, 137.765762329102, 611.64990234375, 562.187622070312, 137.588729858398, 42.1591415405273, 446.251129150391, 228.959533691406, 1110.93542480469, 642.8134765625, 163.191833496094, 806.33740234375, 543.667541503906, 271.642059326172, 774.822387695312, 405.479522705078, -240.636657714844, 79.7494583129883, 338.716094970703, -89.9461364746094, 1277.26672363281, 376.923187255859, -24.7071189880371, 1515.80725097656, 371.457672119141, -77.4668197631836, 1007.25830078125, 409.933624267578, -258.484313964844, 1033.00549316406, 475.614562988281, -105.398742675781, 1557.15698242188, 523.168273925781, -323.080932617188, 719.26318359375, 459.367614746094, -294.661193847656, 943.560119628906, 546.9775390625, -167.105560302734, 993.277160644531, 358.124145507812, -194.024658203125, 33.9095802307129, 458.955902099609, -206.564804077148, 494.813110351562, 516.273742675781, -274.950317382812, 31.8359107971191, 420.335662841797, -241.030059814453, 347.369049072266, 426.438751220703, -172.164260864258, 1370.54284667969, 477.074493408203, -224.715560913086, 804.424682617188, 561.000671386719, -205.714920043945, 45.7689094543457, 428.111114501953, -239.848831176758, 1241.93200683594, 585.580627441406, -240.928802490234, 809.320556640625, 487.691314697266, -348.752685546875, 793.224853515625, 625.692504882812, -12.5616455078125, 1161.86010742188, 366.769683837891, -10.972261428833, 1163.91516113281
385.468627929688, 4.32776165008545, 1410.49987792969, 512.299011230469, -2.19602012634277, 1354.46105957031, 396.951507568359, 156.459014892578, 74.9427642822266, 417.916870117188, 60.2400741577148, 1531.37634277344, 368.376861572266, 38.8502540588379, 994.213684082031, 449.304046630859, 228.251098632812, 1051.830078125, 563.701110839844, 23.0901222229004, 1586.39208984375, 628.440612792969, 210.153366088867, 727.953186035156, 528.118530273438, 243.376281738281, 893.87109375, 555.65380859375, 120.600456237793, 952.7490234375, 365.193298339844, 112.248115539551, 32.3554649353027, 434.646728515625, 131.206558227539, 499.804962158203, 516.602416992188, 199.436950683594, 28.9545097351074, 396.484527587891, 154.511291503906, 226.51091003418, 439.783996582031, 167.902435302734, 1371.60510253906, 440.529174804688, 137.663101196289, 611.591064453125, 562.21875, 137.627258300781, 42.1067085266113, 446.342803955078, 229.057037353516, 1110.98083496094, 643.178039550781, 164.15168762207, 806.293518066406, 542.922180175781, 270.382141113281, 771.7646484375, 405.506866455078, -240.531280517578, 79.6621856689453, 339.118499755859, -90.3630294799805, 1277.32861328125, 376.702239990234, -22.2318096160889, 1516.30859375, 372.195098876953, -78.0938339233398, 1007.4140625, 411.070831298828, -259.399536132812, 1033.57873535156, 473.142852783203, -105.329322814941, 1557.10314941406, 521.910034179688, -323.983856201172, 719.254943847656, 460.151214599609, -295.598236083984, 943.997924804688, 547.751037597656, -167.618759155273, 992.609497070312, 358.129425048828, -194.048736572266, 33.8849334716797, 458.596557617188, -206.70947265625, 494.629180908203, 516.627563476562, -274.369720458984, 32.3869018554688, 420.037231445312, -240.946914672852, 347.321075439453, 427.04345703125, -172.263763427734, 1370.92932128906, 477.656219482422, -224.69953918457, 804.350891113281, 560.986999511719, -205.726196289062, 45.7353096008301, 430.087158203125, -240.192153930664, 1242.95385742188, 584.816162109375, -241.470153808594, 808.750427246094, 487.202545166016, -349.722778320312, 793.479614257812, 625.879943847656, -12.2998456954956, 1162.08764648438, 366.872741699219, -11.3445205688477, 1163.83923339844
385.369476318359, 4.34302997589111, 1410.46667480469, 516.282531738281, -5.45293712615967, 1354.44946289062, 397.282440185547, 156.503189086914, 74.8161010742188, 419.851715087891, 62.1829299926758, 1531.84973144531, 369.605072021484, 38.0379028320312, 995.27294921875, 449.007720947266, 228.140380859375, 1051.57348632812, 564.946594238281, 20.720006942749, 1586.29541015625, 628.61328125, 210.92529296875, 727.850036621094, 527.914733886719, 243.735504150391, 893.668090820312, 555.63427734375, 120.513900756836, 952.67578125, 365.300659179688, 112.212593078613, 32.360294342041, 434.461242675781, 131.134353637695, 499.786560058594, 516.598327636719, 199.414596557617, 28.9788093566895, 396.412475585938, 154.542846679688, 226.51823425293, 439.190124511719, 167.931304931641, 1371.25439453125, 440.511322021484, 137.545700073242, 611.535339355469, 562.251770019531, 137.652053833008, 42.0534744262695, 446.388275146484, 229.252319335938, 1111.11193847656, 643.394836425781, 165.029006958008, 806.024536132812, 541.798156738281, 267.679992675781, 765.909973144531, 405.812072753906, -240.384368896484, 79.5919342041016, 339.500030517578, -90.6526412963867, 1277.8115234375, 376.689758300781, -19.5294532775879, 1516.78698730469, 373.610137939453, -79.2512664794922, 1007.83898925781, 412.553314208984, -260.681640625, 1034.23840332031, 469.942321777344, -104.817771911621, 1557.14111328125, 520.685913085938, -324.766998291016, 719.321533203125, 461.414947509766, -296.853363037109, 944.547668457031, 547.949768066406, -168.503677368164, 991.672607421875, 358.281494140625, -194.045501708984, 33.7073936462402, 457.926635742188, -206.931350708008, 494.213989257812, 517.331848144531, -273.272125244141, 33.4823112487793, 419.500793457031, -240.705078125, 347.276428222656, 427.598876953125, -172.274429321289, 1371.29235839844, 478.066375732422, -225.264953613281, 803.898376464844, 560.913635253906, -205.779083251953, 45.7991180419922, 435.20361328125, -240.946899414062, 1245.72692871094, 584.153259277344, -242.117370605469, 808.142944335938, 486.769409179688, -350.739593505859, 793.661804199219, 626.13427734375, -12.1158456802368, 1162.29626464844, 366.947509765625, -11.6748218536377, 1163.73791503906
385.286071777344, 4.49439287185669, 1410.49633789062, 516.458251953125, -5.50601053237915, 1354.69519042969, 397.437438964844, 156.519943237305, 74.7609252929688, 421.912139892578, 63.9338569641113, 1532.1875, 370.221343994141, 37.531063079834, 995.912475585938, 448.699127197266, 227.864227294922, 1051.34619140625, 565.814331054688, 18.0822257995605, 1585.97229003906, 628.542297363281, 211.680267333984, 727.553894042969, 527.649047851562, 243.884262084961, 893.48681640625, 555.69384765625, 120.444305419922, 952.630493164062, 365.345184326172, 112.190795898438, 32.3571395874023, 434.353637695312, 131.109817504883, 499.794372558594, 516.593811035156, 199.437973022461, 28.9708309173584, 396.379333496094, 154.454208374023, 226.546691894531, 438.53369140625, 168.00798034668, 1370.9765625, 440.536560058594, 137.502426147461, 611.528930664062, 562.253540039062, 137.631896972656, 42.0656089782715, 446.274230957031, 229.230239868164, 1110.98815917969, 643.460571289062, 165.996200561523, 805.692504882812, 541.451904296875, 268.154846191406, 765.845947265625, 406.016815185547, -240.347229003906, 79.5370788574219, 339.75, -91.0040283203125, 1278.22375488281, 376.631744384766, -16.6769561767578, 1517.13305664062, 374.379699707031, -79.8583908081055, 1008.09197998047, 413.748413085938, -261.652557373047, 1034.87963867188, 467.620208740234, -104.029357910156, 1556.49853515625, 519.990600585938, -325.756591796875, 719.497436523438, 462.215179443359, -297.715972900391, 945.125366210938, 548.009948730469, -168.44775390625, 991.524658203125, 358.380401611328, -194.090072631836, 33.5898056030273, 457.462463378906, -207.121322631836, 494.081390380859, 517.640441894531, -272.754608154297, 33.9957885742188, 419.189361572266, -240.588836669922, 347.237121582031, 428.052093505859, -172.219833374023, 1371.66833496094, 478.134765625, -225.687347412109, 803.607299804688, 560.900024414062, -205.798568725586, 45.8550720214844, 435.387939453125, -241.113906860352, 1246.73034667969, 583.795593261719, -242.750595092773, 807.799560546875, 486.673858642578, -351.695556640625, 794.006042480469, 626.4716796875, -11.8987398147583, 1162.46618652344, 367.078735351562, -11.9717378616333, 1163.57763671875
385.377655029297, 4.76554107666016, 1410.46057128906, 516.474975585938, -5.08381414413452, 1354.76147460938, 397.428314208984, 156.509719848633, 74.7523345947266, 424.058258056641, 65.5160293579102, 1532.33959960938, 370.272766113281, 37.3840370178223, 996.084533691406, 448.43603515625, 227.529037475586, 1051.05212402344, 566.496948242188, 15.2714424133301, 1585.74279785156, 628.203857421875, 212.398422241211, 727.191223144531, 527.266479492188, 243.998245239258, 893.271301269531, 555.717956542969, 120.388214111328, 952.597290039062, 365.342620849609, 112.189971923828, 32.3305511474609, 434.361999511719, 131.044555664062, 499.819519042969, 516.566223144531, 199.443222045898, 28.9490509033203, 396.333129882812, 154.344467163086, 226.617080688477, 437.961486816406, 168.060592651367, 1370.71435546875, 440.576721191406, 137.502502441406, 611.553771972656, 562.219482421875, 137.605865478516, 42.1195259094238, 446.041595458984, 229.066207885742, 1110.52233886719, 643.466735839844, 166.894317626953, 805.453857421875, 541.109436035156, 268.397369384766, 765.700744628906, 406.038513183594, -240.385437011719, 79.5072708129883, 339.928833007812, -91.3414993286133, 1278.326171875, 376.364593505859, -13.6913967132568, 1517.42211914062, 374.546539306641, -79.9862594604492, 1008.14581298828, 414.484313964844, -262.214508056641, 1035.40222167969, 464.374450683594, -104.108047485352, 1556.30822753906, 519.801025390625, -326.842132568359, 719.848266601562, 462.660614013672, -298.193420410156, 945.631652832031, 548.07080078125, -168.471160888672, 991.511352539062, 358.350921630859, -194.160430908203, 33.6053161621094, 457.349151611328, -207.195388793945, 494.146118164062, 517.591918945312, -272.818237304688, 33.9376945495605, 419.10546875, -240.618103027344, 347.208923339844, 428.511627197266, -172.144393920898, 1372.05261230469, 478.126495361328, -225.763229370117, 803.576049804688, 560.933532714844, -205.767318725586, 45.7809791564941, 435.856475830078, -241.17106628418, 1247.31921386719, 583.74462890625, -243.35578918457, 807.693237304688, 486.881011962891, -352.671997070312, 794.517639160156, 626.783630371094, -11.6525754928589, 1162.58117675781, 367.316253662109, -12.3210754394531, 1163.46044921875
385.575714111328, 4.93519687652588, 1410.19934082031, 516.393920898438, -4.20849323272705, 1354.69934082031, 397.432464599609, 156.501541137695, 74.7475357055664, 426.135437011719, 67.0500183105469, 1532.32360839844, 370.305633544922, 37.2930030822754, 996.219116210938, 448.25341796875, 227.203048706055, 1050.66540527344, 567.508666992188, 12.5406017303467, 1585.63232421875, 627.835632324219, 212.939651489258, 726.809509277344, 526.746704101562, 244.205673217773, 892.973937988281, 555.702575683594, 120.322044372559, 952.545532226562, 365.347076416016, 112.1875, 32.3465309143066, 434.405670166016, 130.994415283203, 499.809875488281, 516.5556640625, 199.45703125, 28.9441165924072, 396.318420410156, 154.323135375977, 226.657104492188, 437.457122802734, 168.154342651367, 1370.41540527344, 440.574096679688, 137.459228515625, 611.5703125, 562.198791503906, 137.604721069336, 42.1498184204102, 445.568054199219, 228.941329956055, 1109.89001464844, 643.465942382812, 167.58137512207, 805.206481933594, 540.598083496094, 268.575988769531, 765.523010253906, 406.042846679688, -240.39826965332, 79.5306625366211, 340.134002685547, -91.6172180175781, 1278.37927246094, 375.958526611328, -10.6165990829468, 1517.79028320312, 374.728271484375, -80.1990661621094, 1008.22485351562, 415.191345214844, -262.586547851562, 1035.9345703125, 462.131286621094, -103.883338928223, 1556.43139648438, 519.852783203125, -327.782318115234, 720.268737792969, 463.311187744141, -298.645538330078, 946.171508789062, 548.128784179688, -168.45458984375, 991.501831054688, 358.285614013672, -194.163619995117, 33.7109107971191, 457.317047119141, -207.201431274414, 494.127532958984, 517.62109375, -272.821136474609, 33.9260940551758, 419.057678222656, -240.666488647461, 347.206451416016, 428.874237060547, -171.961090087891, 1372.41564941406, 478.08447265625, -225.874893188477, 803.602783203125, 560.986999511719, -205.767791748047, 45.721004486084, 436.255310058594, -241.196472167969, 1247.6923828125, 583.929626464844, -243.991409301758, 807.65771484375, 487.065032958984, -353.566833496094, 795.125366210938, 627.009521484375, -11.4510822296143, 1162.67980957031, 367.571655273438, -12.7867889404297, 1163.53881835938
385.619720458984, 5.07349824905396, 1410.05261230469, 516.316955566406, -3.6909122467041, 1354.66674804688, 397.459106445312, 156.54850769043, 74.815788269043, 428.18701171875, 68.3254852294922, 1532.29138183594, 370.370483398438, 37.1911087036133, 996.251159667969, 447.955535888672, 226.953216552734, 1050.23156738281, 568.335266113281, 10.0954656600952, 1585.39782714844, 627.350463867188, 213.363204956055, 726.314331054688, 526.185241699219, 244.368301391602, 892.635864257812, 555.676513671875, 120.25545501709, 952.5009765625, 365.339233398438, 112.183586120605, 32.349006652832, 434.39111328125, 130.81120300293, 499.686279296875, 516.600524902344, 199.454772949219, 28.9679908752441, 396.322631835938, 154.38703918457, 226.647476196289, 437.025268554688, 168.335327148438, 1370.15026855469, 440.551666259766, 137.414215087891, 611.561828613281, 562.17724609375, 137.613922119141, 42.1797828674316, 444.971557617188, 228.774444580078, 1109.38220214844, 643.370422363281, 168.00080871582, 804.984252929688, 541.033569335938, 268.319702148438, 765.737731933594, 406.124938964844, -240.426879882812, 79.5698852539062, 340.30224609375, -91.9861450195312, 1278.41540527344, 375.621948242188, -7.99702453613281, 1518.06481933594, 374.799865722656, -80.3592224121094, 1008.33654785156, 416.013488769531, -262.83935546875, 1036.41174316406, 459.974884033203, -103.528312683105, 1556.20861816406, 520.149353027344, -328.701507568359, 720.708190917969, 464.154174804688, -299.128875732422, 946.658752441406, 548.337951660156, -168.377075195312, 991.480834960938, 358.230987548828, -194.13981628418, 33.8110237121582, 457.240753173828, -207.227081298828, 494.101928710938, 517.668518066406, -272.765075683594, 34.002628326416, 419.046356201172, -240.737426757812, 347.232971191406, 429.10009765625, -171.851791381836, 1372.76708984375, 478.122161865234, -225.998886108398, 803.642517089844, 561.020263671875, -205.790100097656, 45.7223052978516, 437.065277099609, -241.406723022461, 1247.7265625, 584.424438476562, -244.647338867188, 807.809020996094, 487.423400878906, -354.301513671875, 795.845031738281, 627.2138671875, -11.2294921875, 1162.81909179688, 371.161529541016, -15.169750213623, 1166.24938964844
