male:ANT-x, male:ANT-y, male:ANT-z, male:C7-x, male:C7-y, male:C7-z, male:CLAV-x, male:CLAV-y, male:CLAV-z, male:LANK-x, male:LANK-y, male:LANK-z, male:LBWT-x, male:LBWT-y, male:LBWT-z, male:LELB-x, male:LELB-y, male:LELB-z, male:LFHD-x, male:LFHD-y, male:LFHD-z, male:LFIN-x, male:LFIN-y, male:LFIN-z, male:LFRM-x, male:LFRM-y, male:LFRM-z, male:LFWT-x, male:LFWT-y, male:LFWT-z, male:LHEE-x, male:LHEE-y, male:LHEE-z, male:LKNE-x, male:LKNE-y, male:LKNE-z, male:LMT5-x, male:LMT5-y, male:LMT5-z, male:LSHN-x, male:LSHN-y, male:LSHN-z, male:LSHO-x, male:LSHO-y, male:LSHO-z, male:LTHI-x, male:LTHI-y, male:LTHI-z, male:LTOE-x, male:LTOE-y, male:LTOE-z, male:LUPA-x, male:LUPA-y, male:LUPA-z, male:LWRA-x, male:LWRA-y, male:LWRA-z, male:LWRB-x, male:LWRB-y, male:LWRB-z, male:NOSE-x, male:NOSE-y, male:NOSE-z, male:RANK-x, male:RANK-y, male:RANK-z, male:RBAC-x, male:RBAC-y, male:RBAC-z, male:RBWT-x, male:RBWT-y, male:RBWT-z, male:RELB-x, male:RELB-y, male:RELB-z, male:RFHD-x, male:RFHD-y, male:RFHD-z, male:RFIN-x, male:RFIN-y, male:RFIN-z, male:RFRM-x, male:RFRM-y, male:RFRM-z, male:RFWT-x, male:RFWT-y, male:RFWT-z, male:RHEE-x, male:RHEE-y, male:RHEE-z, male:RKNE-x, male:RKNE-y, male:RKNE-z, male:RMT5-x, male:RMT5-y, male:RMT5-z, male:RSHN-x, male:RSHN-y, male:RSHN-z, male:RSHO-x, male:RSHO-y, male:RSHO-z, male:RTHI-x, male:RTHI-y, male:RTHI-z, male:RTOE-x, male:RTOE-y, male:RTOE-z, male:RUPA-x, male:RUPA-y, male:RUPA-z, male:RWRA-x, male:RWRA-y, male:RWRA-z, male:RWRB-x, male:RWRB-y, male:RWRB-z, male:STRN-x, male:STRN-y, male:STRN-z, male:T10-x, male:T10-y, male:T10-z
-1636.76635742188, -111.970359802246, 1780.27722167969, -1740.3876953125, -3.28084421157837, 1524.62329101562, -1603.45434570312, 1.61004829406738, 1472.57348632812, -1770.11669921875, 124.709365844727, 74.2298583984375, -1784.97021484375, 38.4596672058105, 1037.92797851562, -1719.27258300781, 292.922882080078, 1167.52368164062, -1580.35009765625, 55.2414016723633, 1687.94213867188, -1556.69946289062, 354.1962890625, 851.543701171875, -1672.73303222656, 328.782165527344, 1011.28350830078, -1574.17163085938, 131.930450439453, 1024.49621582031, -1815.34130859375, 75.8541870117188, 41.9144821166992, -1680.79992675781, 153.603240966797, 494.143768310547, -1655.42687988281, 160.108963012695, 24.040563583374, -1742.76831054688, 164.573455810547, 266.178436279297, -1683.61059570312, 169.704467773438, 1504.14453125, -1662.46435546875, 169.334991455078, 619.295166015625, -1586.56945800781, 138.428176879883, 19.5264358520508, -1723.38903808594, 270.416595458984, 1261.36462402344, -1550.39306640625, 332.154937744141, 919.936767578125, -1614.87145996094, 356.915252685547, 892.255920410156, -1549.29833984375, -22.9782810211182, 1689.78662109375, -1756.46838378906, -130.805618286133, 84.242919921875, -1789.30639648438, -136.713241577148, 1392.06469726562, -1782.17700195312, -49.6504173278809, 1034.99792480469, -1707.990234375, -268.891082763672, 1133.67517089844, -1592.24658203125, -100.316040039062, 1685.63854980469, -1577.89086914062, -336.984802246094, 810.067565917969, -1689.1845703125, -293.646942138672, 1056.24609375, -1558.31372070312, -107.54280090332, 1028.5576171875, -1797.43420410156, -81.8741607666016, 41.5163650512695, -1641.99560546875, -149.419403076172, 496.698211669922, -1635.70532226562, -176.365219116211, 24.8189163208008, -1680.13244628906, -170.775695800781, 380.143981933594, -1675.40283203125, -176.269271850586, 1488.44653320312, -1632.86560058594, -175.547973632812, 729.918762207031, -1569.20495605469, -162.427871704102, 19.0502033233643, -1700.89807128906, -255.114990234375, 1319.8828125, -1562.81677246094, -313.895263671875, 880.443298339844, -1636.58447265625, -324.734039306641, 858.962768554688, -1537.78430175781, 20.0168628692627, 1270.09265136719, -1789.39001464844, 6.75555038452148, 1250.45532226562
-1637.02954101562, -111.606712341309, 1780.48315429688, -1740.12756347656, -3.16272377967834, 1524.6416015625, -1603.59802246094, 2.86271476745605, 1471.59814453125, -1770.126953125, 124.721626281738, 74.1770172119141, -1785.02307128906, 38.3451156616211, 1037.94323730469, -1719.41613769531, 292.720397949219, 1167.33703613281, -1580.3251953125, 55.9857368469238, 1687.95031738281, -1556.77685546875, 354.227081298828, 851.580078125, -1673.32641601562, 328.380523681641, 1011.26098632812, -1574.11877441406, 131.920211791992, 1024.53723144531, -1815.34118652344, 75.8541870117188, 41.9144859313965, -1681.23828125, 153.629257202148, 494.067199707031, -1655.29455566406, 160.050888061523, 23.9220066070557, -1742.74230957031, 164.565063476562, 266.155822753906, -1683.44665527344, 169.884048461914, 1504.09313964844, -1662.38366699219, 169.374450683594, 619.257263183594, -1586.63000488281, 138.458953857422, 19.5461006164551, -1723.39318847656, 270.320983886719, 1261.27978515625, -1550.77136230469, 332.194519042969, 919.829467773438, -1615.28930664062, 356.600219726562, 891.928833007812, -1549.03759765625, -22.1097736358643, 1690.07995605469, -1756.41467285156, -130.754867553711, 84.118537902832, -1789.08056640625, -136.852005004883, 1392.42907714844, -1782.07556152344, -49.7520065307617, 1034.99255371094, -1707.6689453125, -268.835906982422, 1133.84094238281, -1592.01550292969, -99.7865142822266, 1685.78881835938, -1578.35473632812, -336.828735351562, 809.845031738281, -1689.09375, -293.620269775391, 1056.40502929688, -1558.27270507812, -107.596397399902, 1028.56140136719, -1797.4189453125, -81.8823776245117, 41.492301940918, -1642.01782226562, -149.428558349609, 496.715270996094, -1635.71875, -176.381637573242, 24.8348903656006, -1680.17956542969, -170.787231445312, 380.188842773438, -1674.76977539062, -176.142456054688, 1488.63232421875, -1632.86181640625, -175.544357299805, 729.91943359375, -1569.16821289062, -162.422805786133, 19.0329647064209, -1700.20764160156, -255.060043334961, 1320.068359375, -1562.89331054688, -313.70068359375, 880.399047851562, -1637.03198242188, -324.635375976562, 859.019897460938, -1537.91137695312, 20.1286773681641, 1270.07873535156, -1789.2138671875, 6.67963886260986, 1250.51062011719
-1636.70642089844, -111.014961242676, 1780.56799316406, -1739.83520507812, -3.06770610809326, 1524.63134765625, -1603.74182128906, 4.11538124084473, 1470.62280273438, -1770.15026855469, 124.708358764648, 74.1540679931641, -1784.994140625, 38.2564506530762, 1037.94396972656, -1719.50207519531, 292.566589355469, 1167.05603027344, -1580.30029296875, 56.7300720214844, 1687.95849609375, -1556.44787597656, 353.867614746094, 851.586364746094, -1673.68444824219, 328.113891601562, 1011.025390625, -1574.14916992188, 132.012893676758, 1024.498046875, -1815.33056640625, 75.8428344726562, 41.9088325500488, -1681.32482910156, 153.650756835938, 494.019958496094, -1655.37243652344, 160.092468261719, 23.9324626922607, -1742.82507324219, 164.594772338867, 266.146331787109, -1683.3681640625, 170.066757202148, 1504.08447265625, -1662.2802734375, 169.362564086914, 619.110290527344, -1586.54040527344, 138.400299072266, 19.5042591094971, -1723.55200195312, 270.2021484375, 1261.18920898438, -1551.23547363281, 332.209564208984, 919.700500488281, -1615.79406738281, 356.113708496094, 891.474182128906, -1548.77685546875, -21.2412662506104, 1690.37329101562, -1756.34851074219, -130.742065429688, 84.0380325317383, -1788.74645996094, -136.986083984375, 1392.68041992188, -1781.92993164062, -49.8462982177734, 1034.95922851562, -1707.45739746094, -268.857086181641, 1134.20263671875, -1591.70397949219, -99.1882095336914, 1686.04187011719, -1578.755859375, -336.610107421875, 809.719360351562, -1688.94409179688, -293.611450195312, 1056.57507324219, -1558.04077148438, -107.491470336914, 1028.62084960938, -1797.4326171875, -81.8982772827148, 41.4743194580078, -1641.98999023438, -149.436462402344, 496.702087402344, -1635.70495605469, -176.36767578125, 24.841760635376, -1680.15539550781, -170.809783935547, 380.154418945312, -1674.34545898438, -176.126174926758, 1488.96704101562, -1632.83422851562, -175.530288696289, 729.915893554688, -1569.18115234375, -162.44514465332, 19.0399627685547, -1699.67626953125, -255.052001953125, 1320.24987792969, -1563.08679199219, -313.483123779297, 880.430847167969, -1637.53869628906, -324.665008544922, 859.145629882812, -1537.85229492188, 20.343879699707, 1270.16540527344, -1789.18994140625, 6.52099800109863, 1250.6357421875
-1636.27087402344, -110.507316589355, 1780.724609375, -1739.67016601562, -2.99423003196716, 1524.69006347656, -1604.51086425781, 3.43891716003418, 1471.6533203125, -1770.25427246094, 124.677185058594, 74.1692504882812, -1785.01220703125, 38.2211570739746, 1037.95520019531, -1719.8984375, 292.304138183594, 1167.04541015625, -1581.08410644531, 57.3332366943359, 1687.41320800781, -1557.13208007812, 353.9736328125, 851.379516601562, -1673.95324707031, 327.855285644531, 1010.80401611328, -1574.29357910156, 132.054550170898, 1024.51245117188, -1815.3603515625, 75.8239364624023, 41.8765258789062, -1681.29602050781, 153.65592956543, 494.013031005859, -1655.36950683594, 160.098114013672, 23.9303226470947, -1742.86889648438, 164.537170410156, 266.153564453125, -1683.2724609375, 170.225189208984, 1504.04077148438, -1662.53247070312, 169.389755249023, 619.202209472656, -1586.59533691406, 138.422424316406, 19.52073097229, -1723.57019042969, 270.148742675781, 1260.9677734375, -1551.44812011719, 332.326171875, 919.506469726562, -1616.1025390625, 356.033294677734, 891.211120605469, -1549.15991210938, -20.4359359741211, 1690.08447265625, -1756.41577148438, -130.789642333984, 84.0971221923828, -1788.2451171875, -137.005233764648, 1392.86926269531, -1782.04333496094, -49.9036026000977, 1035.07739257812, -1707.08874511719, -268.833984375, 1134.408203125, -1591.40942382812, -98.6735305786133, 1686.10522460938, -1579.15380859375, -336.465301513672, 809.732604980469, -1688.85693359375, -293.585235595703, 1056.8310546875, -1558.08776855469, -107.38444519043, 1028.68505859375, -1797.43579101562, -81.9048233032227, 41.473705291748, -1641.99719238281, -149.434448242188, 496.692932128906, -1635.7119140625, -176.365356445312, 24.8313789367676, -1680.19360351562, -170.816177368164, 380.164367675781, -1673.91223144531, -176.007080078125, 1489.21557617188, -1632.84851074219, -175.535614013672, 729.9111328125, -1569.18811035156, -162.429275512695, 19.0357437133789, -1699.26049804688, -255.023208618164, 1320.52355957031, -1563.65319824219, -313.449523925781, 880.245971679688, -1637.69299316406, -324.580657958984, 859.239501953125, -1538.00268554688, 20.4960918426514, 1270.11352539062, -1789.06860351562, 6.46287631988525, 1250.68505859375
-1635.97741699219, -110.000068664551, 1780.84899902344, -1739.44543457031, -2.89822053909302, 1524.72619628906, -1604.03820800781, 5.04836654663086, 1471.76062011719, -1770.34716796875, 124.652000427246, 74.1669692993164, -1785.03161621094, 38.1675300598145, 1037.97143554688, -1720.11462402344, 292.121917724609, 1166.92846679688, -1580.71020507812, 57.9438056945801, 1687.52453613281, -1557.50280761719, 353.921966552734, 851.205627441406, -1674.29748535156, 327.617370605469, 1010.60510253906, -1574.36474609375, 132.10400390625, 1024.50134277344, -1815.36926269531, 75.8111572265625, 41.8518333435059, -1681.36987304688, 153.669555664062, 493.986633300781, -1655.36486816406, 160.102508544922, 23.9108867645264, -1742.94604492188, 164.512741088867, 266.164428710938, -1683.18933105469, 170.386734008789, 1504.00866699219, -1662.61987304688, 169.403854370117, 619.192443847656, -1586.59851074219, 138.420837402344, 19.516357421875, -1723.65124511719, 270.071228027344, 1260.83032226562, -1551.80017089844, 332.414703369141, 919.319763183594, -1616.51550292969, 355.808380126953, 890.898010253906, -1548.86108398438, -19.830602645874, 1690.23181152344, -1756.42663574219, -130.797348022461, 84.0838623046875, -1787.841796875, -137.070541381836, 1393.10119628906, -1782.05773925781, -49.972354888916, 1035.14831542969, -1706.8173828125, -268.835876464844, 1134.68420410156, -1591.09057617188, -98.1121597290039, 1686.22082519531, -1579.51440429688, -336.299957275391, 809.69091796875, -1688.74462890625, -293.576232910156, 1057.08605957031, -1558.05456542969, -107.304985046387, 1028.74426269531, -1797.44421386719, -81.9121475219727, 41.4636993408203, -1642.01196289062, -149.442092895508, 496.684783935547, -1635.71643066406, -176.361389160156, 24.8319206237793, -1680.2119140625, -170.825881958008, 380.162658691406, -1673.43249511719, -175.900344848633, 1489.47680664062, -1632.86413574219, -175.535064697266, 729.911682128906, -1569.19067382812, -162.430038452148, 19.0380611419678, -1698.77136230469, -254.996215820312, 1320.76696777344, -1564.17797851562, -313.354675292969, 880.095947265625, -1637.94567871094, -324.522979736328, 859.352111816406, -1537.91589355469, 20.6543483734131, 1270.13952636719, -1788.96459960938, 6.37045478820801, 1250.77136230469
-1635.65734863281, -109.486549377441, 1780.95153808594, -1739.2265625, -2.80167388916016, 1524.76879882812, -1603.33422851562, 6.28117942810059, 1471.97619628906, -1770.45080566406, 124.625137329102, 74.1695022583008, -1785.0576171875, 38.1289863586426, 1037.99633789062, -1720.310546875, 291.969177246094, 1166.81970214844, -1580.29296875, 58.5483589172363, 1687.66198730469, -1557.94958496094, 353.862396240234, 850.958190917969, -1674.61547851562, 327.426574707031, 1010.39227294922, -1574.43334960938, 132.152252197266, 1024.484375, -1815.37976074219, 75.8021392822266, 41.8191986083984, -1681.41174316406, 153.683303833008, 493.970092773438, -1655.36791992188, 160.107696533203, 23.9000854492188, -1743.04809570312, 164.491943359375, 266.176849365234, -1683.12524414062, 170.542053222656, 1503.97961425781, -1662.73022460938, 169.421371459961, 619.185974121094, -1586.59521484375, 138.418899536133, 19.5115871429443, -1723.7529296875, 270.001281738281, 1260.70825195312, -1552.15698242188, 332.502380371094, 919.099304199219, -1616.9638671875, 355.612243652344, 890.608032226562, -1548.55627441406, -19.2481536865234, 1690.37280273438, -1756.44274902344, -130.805770874023, 84.0727233886719, -1787.4306640625, -137.12092590332, 1393.33422851562, -1782.09020996094, -50.0303916931152, 1035.23388671875, -1706.56274414062, -268.847198486328, 1134.98229980469, -1590.75891113281, -97.5405044555664, 1686.32434082031, -1579.82446289062, -336.144195556641, 809.686584472656, -1688.61901855469, -293.578948974609, 1057.36706542969, -1558.05297851562, -107.208885192871, 1028.8115234375, -1797.46044921875, -81.9176025390625, 41.455379486084, -1642.0283203125, -149.449493408203, 496.674530029297, -1635.72094726562, -176.354141235352, 24.8317089080811, -1680.22741699219, -170.832733154297, 380.157165527344, -1672.94799804688, -175.783798217773, 1489.74365234375, -1632.890625, -175.532989501953, 729.913391113281, -1569.19567871094, -162.429214477539, 19.0405025482178, -1698.29418945312, -254.963073730469, 1321.02062988281, -1564.73791503906, -313.279815673828, 879.952575683594, -1638.13549804688, -324.468536376953, 859.49169921875, -1537.68835449219, 20.8143501281738, 1270.18542480469, -1788.8603515625, 6.27726364135742, 1250.86962890625
-1635.3681640625, -108.975593566895, 1781.04724121094, -1739.01489257812, -2.70170378684998, 1524.8212890625, -1602.45288085938, 7.43849992752075, 1472.2236328125, -1770.54553222656, 124.603408813477, 74.1697769165039, -1785.09252929688, 38.1032066345215, 1038.03039550781, -1720.47937011719, 291.851745605469, 1166.71447753906, -1579.77099609375, 59.1329879760742, 1687.86022949219, -1558.54577636719, 353.820190429688, 850.643432617188, -1674.92456054688, 327.279357910156, 1010.18212890625, -1574.48962402344, 132.186172485352, 1024.46997070312, -1815.39392089844, 75.7967987060547, 41.7862319946289, -1681.46301269531, 153.700119018555, 493.955322265625, -1655.35656738281, 160.108367919922, 23.8818035125732, -1743.15771484375, 164.474868774414, 266.181335449219, -1683.06726074219, 170.695785522461, 1503.95153808594, -1662.890625, 169.431076049805, 619.188537597656, -1586.599609375, 138.421966552734, 19.5078258514404, -1723.86901855469, 269.942657470703, 1260.60681152344, -1552.53295898438, 332.581298828125, 918.84228515625, -1617.42370605469, 355.472564697266, 890.347106933594, -1548.21875, -18.7166366577148, 1690.53784179688, -1756.46118164062, -130.811279296875, 84.0603637695312, -1787.02954101562, -137.165420532227, 1393.58032226562, -1782.13037109375, -50.0741691589355, 1035.32580566406, -1706.31884765625, -268.865295410156, 1135.29162597656, -1590.44470214844, -96.9752578735352, 1686.427734375, -1580.07849121094, -336.001037597656, 809.715148925781, -1688.48999023438, -293.591766357422, 1057.66638183594, -1558.07458496094, -107.115005493164, 1028.87548828125, -1797.48022460938, -81.9219055175781, 41.446475982666, -1642.05676269531, -149.459777832031, 496.667724609375, -1635.72680664062, -176.348892211914, 24.8333129882812, -1680.24658203125, -170.839279174805, 380.152526855469, -1672.45080566406, -175.650482177734, 1490.01159667969, -1632.92822265625, -175.530288696289, 729.918701171875, -1569.201171875, -162.425308227539, 19.0434112548828, -1697.83520507812, -254.926040649414, 1321.29614257812, -1565.23193359375, -313.212463378906, 879.86181640625, -1638.26831054688, -324.423187255859, 859.657043457031, -1537.36010742188, 20.9733257293701, 1270.24475097656, -1788.74792480469, 6.18988180160522, 1250.97290039062
-1635.10681152344, -108.459228515625, 1781.12768554688, -1738.81713867188, -2.60069847106934, 1524.88244628906, -1601.78051757812, 8.11059856414795, 1472.40173339844, -1770.61975097656, 124.590843200684, 74.1669235229492, -1785.12976074219, 38.0879135131836, 1038.07116699219, -1720.61157226562, 291.772308349609, 1166.60119628906, -1579.37536621094, 59.7295684814453, 1688.01940917969, -1559.18994140625, 353.761596679688, 850.277099609375, -1675.23571777344, 327.171051025391, 1009.98333740234, -1574.54284667969, 132.222183227539, 1024.46020507812, -1815.40588378906, 75.7989883422852, 41.7516975402832, -1681.515625, 153.715515136719, 493.940338134766, -1655.34289550781, 160.103897094727, 23.8620014190674, -1743.259765625, 164.466888427734, 266.175933837891, -1683.0126953125, 170.852249145508, 1503.9267578125, -1663.04052734375, 169.452224731445, 619.181396484375, -1586.6005859375, 138.423751831055, 19.5020389556885, -1723.99548339844, 269.898559570312, 1260.52807617188, -1552.93237304688, 332.64208984375, 918.558532714844, -1617.92065429688, 355.355010986328, 890.103942871094, -1547.94885253906, -18.1484756469727, 1690.69982910156, -1756.47607421875, -130.810424804688, 84.0365905761719, -1786.65173339844, -137.210266113281, 1393.84497070312, -1782.16088867188, -50.1049346923828, 1035.40466308594, -1706.09545898438, -268.893188476562, 1135.62280273438, -1590.15881347656, -96.4164428710938, 1686.54943847656, -1580.255859375, -335.868255615234, 809.773620605469, -1688.34985351562, -293.612182617188, 1057.98034667969, -1558.10754394531, -107.031105041504, 1028.93200683594, -1797.50378417969, -81.9253616333008, 41.4381103515625, -1642.0908203125, -149.471984863281, 496.665130615234, -1635.73327636719, -176.343704223633, 24.8367862701416, -1680.26208496094, -170.844650268555, 380.14404296875, -1671.94641113281, -175.503280639648, 1490.27868652344, -1632.97888183594, -175.527404785156, 729.925537109375, -1569.20666503906, -162.422607421875, 19.0461711883545, -1697.38830566406, -254.885223388672, 1321.59423828125, -1565.59985351562, -313.141998291016, 879.865295410156, -1638.39074707031, -324.412414550781, 859.868713378906, -1536.96459960938, 21.1382675170898, 1270.31066894531, -1788.63537597656, 6.1067533493042, 1251.08471679688
-1634.86315917969, -107.936096191406, 1781.2119140625, -1738.62902832031, -2.49802541732788, 1524.94799804688, -1601.16345214844, 7.98489999771118, 1472.42785644531, -1770.67150878906, 124.587837219238, 74.15869140625, -1785.1669921875, 38.0829048156738, 1038.11254882812, -1720.72827148438, 291.718170166016, 1166.48876953125, -1579.21044921875, 60.3405227661133, 1688.05102539062, -1559.93481445312, 353.683715820312, 849.850952148438, -1675.5576171875, 327.084808349609, 1009.8037109375, -1574.61218261719, 132.253311157227, 1024.45825195312, -1815.41918945312, 75.8080596923828, 41.7184143066406, -1681.57836914062, 153.728897094727, 493.925994873047, -1655.32067871094, 160.098770141602, 23.8368339538574, -1743.34899902344, 164.467590332031, 266.161712646484, -1682.94287109375, 171.020553588867, 1503.90087890625, -1663.18615722656, 169.477996826172, 619.173583984375, -1586.60754394531, 138.428955078125, 19.4979457855225, -1724.12744140625, 269.869964599609, 1260.46630859375, -1553.34167480469, 332.667205810547, 918.241271972656, -1618.43151855469, 355.272705078125, 889.863403320312, -1547.79443359375, -17.5168437957764, 1690.81884765625, -1756.48889160156, -130.811019897461, 84.0113677978516, -1786.29943847656, -137.255874633789, 1394.12561035156, -1782.18896484375, -50.1230926513672, 1035.47277832031, -1705.87158203125, -268.922119140625, 1135.96240234375, -1589.89855957031, -95.8714370727539, 1686.68920898438, -1580.35815429688, -335.7509765625, 809.865112304688, -1688.20715332031, -293.640045166016, 1058.31176757812, -1558.14428710938, -106.961944580078, 1028.97570800781, -1797.52685546875, -81.9294128417969, 41.4277381896973, -1642.12463378906, -149.486526489258, 496.665863037109, -1635.74194335938, -176.340927124023, 24.8418846130371, -1680.27783203125, -170.850814819336, 380.133728027344, -1671.43884277344, -175.342391967773, 1490.54711914062, -1633.033203125, -175.524993896484, 729.933227539062, -1569.21337890625, -162.418380737305, 19.0458469390869, -1696.96667480469, -254.848556518555, 1321.92077636719, -1565.81591796875, -313.065063476562, 879.966552734375, -1638.46875, -324.425933837891, 860.106994628906, -1536.6220703125, 21.3062610626221, 1270.36059570312, -1788.52734375, 6.03513097763062, 1251.1962890625
-1634.63562011719, -107.404335021973, 1781.314453125, -1738.44775390625, -2.38831925392151, 1525.01342773438, -1601.24377441406, 7.25741958618164, 1472.41955566406, -1770.69787597656, 124.594039916992, 74.1450042724609, -1785.20629882812, 38.0857772827148, 1038.15417480469, -1720.82104492188, 291.686584472656, 1166.37231445312, -1579.39208984375, 60.9607162475586, 1687.88879394531, -1560.75366210938, 353.587585449219, 849.383666992188, -1675.87573242188, 327.021911621094, 1009.64196777344, -1574.69653320312, 132.281692504883, 1024.46020507812, -1815.42980957031, 75.820915222168, 41.6896133422852, -1681.6328125, 153.738433837891, 493.91162109375, -1655.30395507812, 160.094039916992, 23.8185348510742, -1743.41967773438, 164.480407714844, 266.133758544922, -1682.85656738281, 171.207122802734, 1503.87426757812, -1663.40246582031, 169.496719360352, 619.185546875, -1586.61804199219, 138.43342590332, 19.4888324737549, -1724.24462890625, 269.862274169922, 1260.41101074219, -1553.74938964844, 332.661773681641, 917.910583496094, -1618.95764160156, 355.207733154297, 889.6328125, -1547.82580566406, -16.8056716918945, 1690.83752441406, -1756.50439453125, -130.811737060547, 83.983154296875, -1785.95007324219, -137.296417236328, 1394.41088867188, -1782.21325683594, -50.1289367675781, 1035.52453613281, -1705.64526367188, -268.955261230469, 1136.30786132812, -1589.61987304688, -95.3225250244141, 1686.81262207031, -1580.38354492188, -335.6494140625, 809.983581542969, -1688.05895996094, -293.671813964844, 1058.65417480469, -1558.18664550781, -106.909461975098, 1029.00854492188, -1797.54467773438, -81.9330215454102, 41.4144897460938, -1642.16149902344, -149.501892089844, 496.670196533203, -1635.74975585938, -176.33952331543, 24.8441829681396, -1680.29345703125, -170.855590820312, 380.124389648438, -1670.9404296875, -175.172119140625, 1490.82067871094, -1633.09252929688, -175.522888183594, 729.940734863281, -1569.21838378906, -162.41667175293, 19.0457096099854, -1696.57385253906, -254.816711425781, 1322.27258300781, -1565.86315917969, -312.985137939453, 880.178894042969, -1638.49816894531, -324.463043212891, 860.368591308594, -1536.39306640625, 21.4700584411621, 1270.37890625, -1788.41369628906, 5.98163270950317, 1251.29870605469
